#a1 a2 eps sig(A)
B0T CBW 4.3 3.6
B0T CBY 2.3 3.6
B0T CBF 2.8 3.6
B0T CBH 2.5 3.6
B0U CBW 3.9 3.6
B0U CBY 2.1 3.6
B0U CBF 2.6 3.6
B0U CBH 2.3 3.6
B0G CBW 3.9 3.6
B0G CBY 2.9 3.6
B0G CBF 3.0 3.6
B0G CBH 2.2 3.6
B0A CBW 3.1 3.6
B0A CBY 3.3 3.6
B0A CBF 3.3 3.6
B0A CBH 2.2 3.6
B0C CBW 2.4 3.6
B0C CBY 1.4 3.6
B0C CBF 1.7 3.6
B0C CBH 1.4 3.6
