#a1 a2 eps sig(A)
B0tAg B0uUa 1.3 3.6
B0tAc B0uUa 1.3 3.6
B0tAt B0uUa 1.3 3.6
B0tA3 B0uUa 1.3 3.6
B05Aa B0uUu 1.3 3.6
B05Au B0uUu 1.3 3.6
B05Ag B0uUu 1.3 3.6
B05Ac B0uUu 1.3 3.6
B05At B0uUu 1.3 3.6
B05A3 B0uUu 1.3 3.6
B0aAa B0uUu 1.3 3.6
B0aAu B0uUu 1.3 3.6
B0aAg B0uUu 1.3 3.6
B0aAc B0uUu 1.3 3.6
B0aAt B0uUu 1.3 3.6
B0aA3 B0uUu 1.3 3.6
B0uAa B0uUu 1.3 3.6
B0uAu B0uUu 1.3 3.6
B0uAg B0uUu 1.3 3.6
B0uAc B0uUu 1.3 3.6
B0uAt B0uUu 1.3 3.6
B0uA3 B0uUu 1.3 3.6
B0gAa B0uUu 1.3 3.6
B0gAu B0uUu 1.3 3.6
B0gAg B0uUu 1.3 3.6
B0gAc B0uUu 1.3 3.6
B0gAt B0uUu 1.3 3.6
B0gA3 B0uUu 1.3 3.6
B0cAa B0uUu 1.3 3.6
B0cAu B0uUu 1.3 3.6
B0cAg B0uUu 1.3 3.6
B0cAc B0uUu 1.3 3.6
B0cAt B0uUu 1.3 3.6
B0cA3 B0uUu 1.3 3.6
B0tAa B0uUu 1.3 3.6
B0tAu B0uUu 1.3 3.6
B0tAg B0uUu 1.3 3.6
B0tAc B0uUu 1.3 3.6
B0tAt B0uUu 1.3 3.6
B0tA3 B0uUu 1.3 3.6
B05Aa B0uUg 1.3 3.6
B05Au B0uUg 1.3 3.6
B05Ag B0uUg 1.3 3.6
B05Ac B0uUg 1.3 3.6
B05At B0uUg 1.3 3.6
B05A3 B0uUg 1.3 3.6
B0aAa B0uUg 1.3 3.6
B0aAu B0uUg 1.3 3.6
B0aAg B0uUg 1.3 3.6
B0aAc B0uUg 1.3 3.6
B0aAt B0uUg 1.3 3.6
B0aA3 B0uUg 1.3 3.6
B0uAa B0uUg 1.3 3.6
B0uAu B0uUg 1.3 3.6
B0uAg B0uUg 1.3 3.6
B0uAc B0uUg 1.3 3.6
B0uAt B0uUg 1.3 3.6
B0uA3 B0uUg 1.3 3.6
B0gAa B0uUg 1.3 3.6
B0gAu B0uUg 1.3 3.6
B0gAg B0uUg 1.3 3.6
B0gAc B0uUg 1.3 3.6
B0gAt B0uUg 1.3 3.6
B0gA3 B0uUg 1.3 3.6
B0cAa B0uUg 1.3 3.6
B0cAu B0uUg 1.3 3.6
B0cAg B0uUg 1.3 3.6
B0cAc B0uUg 1.3 3.6
B0cAt B0uUg 1.3 3.6
B0cA3 B0uUg 1.3 3.6
B0tAa B0uUg 1.3 3.6
B0tAu B0uUg 1.3 3.6
B0tAg B0uUg 1.3 3.6
B0tAc B0uUg 1.3 3.6
B0tAt B0uUg 1.3 3.6
B0tA3 B0uUg 1.3 3.6
B05Aa B0uUc 1.3 3.6
B05Au B0uUc 1.3 3.6
B05Ag B0uUc 1.3 3.6
B05Ac B0uUc 1.3 3.6
B05At B0uUc 1.3 3.6
B05A3 B0uUc 1.3 3.6
B0aAa B0uUc 1.3 3.6
B0aAu B0uUc 1.3 3.6
B0aAg B0uUc 1.3 3.6
B0aAc B0uUc 1.3 3.6
B0aAt B0uUc 1.3 3.6
B0aA3 B0uUc 1.3 3.6
B0uAa B0uUc 1.3 3.6
B0uAu B0uUc 1.3 3.6
B0uAg B0uUc 1.3 3.6
B0uAc B0uUc 1.3 3.6
B0uAt B0uUc 1.3 3.6
B0uA3 B0uUc 1.3 3.6
B0gAa B0uUc 1.3 3.6
B0gAu B0uUc 1.3 3.6
B0gAg B0uUc 1.3 3.6
B0gAc B0uUc 1.3 3.6
B0gAt B0uUc 1.3 3.6
B0gA3 B0uUc 1.3 3.6
B0cAa B0uUc 1.3 3.6
B0cAu B0uUc 1.3 3.6
B0cAg B0uUc 1.3 3.6
B0cAc B0uUc 1.3 3.6
B0cAt B0uUc 1.3 3.6
B0cA3 B0uUc 1.3 3.6
B0tAa B0uUc 1.3 3.6
B0tAu B0uUc 1.3 3.6
B0tAg B0uUc 1.3 3.6
B0tAc B0uUc 1.3 3.6
B0tAt B0uUc 1.3 3.6
B0tA3 B0uUc 1.3 3.6
B05Aa B0uUt 1.3 3.6
B05Au B0uUt 1.3 3.6
B05Ag B0uUt 1.3 3.6
B05Ac B0uUt 1.3 3.6
B05At B0uUt 1.3 3.6
B05A3 B0uUt 1.3 3.6
B0aAa B0uUt 1.3 3.6
B0aAu B0uUt 1.3 3.6
B0aAg B0uUt 1.3 3.6
B0aAc B0uUt 1.3 3.6
B0aAt B0uUt 1.3 3.6
B0aA3 B0uUt 1.3 3.6
B0uAa B0uUt 1.3 3.6
B0uAu B0uUt 1.3 3.6
B0uAg B0uUt 1.3 3.6
B0uAc B0uUt 1.3 3.6
B0uAt B0uUt 1.3 3.6
B0uA3 B0uUt 1.3 3.6
B0gAa B0uUt 1.3 3.6
B0gAu B0uUt 1.3 3.6
B0gAg B0uUt 1.3 3.6
B0gAc B0uUt 1.3 3.6
B0gAt B0uUt 1.3 3.6
B0gA3 B0uUt 1.3 3.6
B0cAa B0uUt 1.3 3.6
B0cAu B0uUt 1.3 3.6
B0cAg B0uUt 1.3 3.6
B0cAc B0uUt 1.3 3.6
B0cAt B0uUt 1.3 3.6
B0cA3 B0uUt 1.3 3.6
B0tAa B0uUt 1.3 3.6
B0tAu B0uUt 1.3 3.6
B0tAg B0uUt 1.3 3.6
B0tAc B0uUt 1.3 3.6
B0tAt B0uUt 1.3 3.6
B0tA3 B0uUt 1.3 3.6
B05Aa B0uU3 1.3 3.6
B05Au B0uU3 1.3 3.6
B05Ag B0uU3 1.3 3.6
B05Ac B0uU3 1.3 3.6
B05At B0uU3 1.3 3.6
B0aAa B0uU3 1.3 3.6
B0aAu B0uU3 1.3 3.6
B0aAg B0uU3 1.3 3.6
B0aAc B0uU3 1.3 3.6
B0aAt B0uU3 1.3 3.6
B0uAa B0uU3 1.3 3.6
B0uAu B0uU3 1.3 3.6
B0uAg B0uU3 1.3 3.6
B0uAc B0uU3 1.3 3.6
B0uAt B0uU3 1.3 3.6
B0gAa B0uU3 1.3 3.6
B0gAu B0uU3 1.3 3.6
B0gAg B0uU3 1.3 3.6
B0gAc B0uU3 1.3 3.6
B0gAt B0uU3 1.3 3.6
B0cAa B0uU3 1.3 3.6
B0cAu B0uU3 1.3 3.6
B0cAg B0uU3 1.3 3.6
B0cAc B0uU3 1.3 3.6
B0cAt B0uU3 1.3 3.6
B0tAa B0uU3 1.3 3.6
B0tAu B0uU3 1.3 3.6
B0tAg B0uU3 1.3 3.6
B0tAc B0uU3 1.3 3.6
B0tAt B0uU3 1.3 3.6
B05Aa B0gUa 1.3 3.6
B05Au B0gUa 1.3 3.6
B05Ag B0gUa 1.3 3.6
B05Ac B0gUa 1.3 3.6
B05At B0gUa 1.3 3.6
B05A3 B0gUa 1.3 3.6
B0aAa B0gUa 1.3 3.6
B0aAu B0gUa 1.3 3.6
B0aAg B0gUa 1.3 3.6
B0aAc B0gUa 1.3 3.6
B0aAt B0gUa 1.3 3.6
B0aA3 B0gUa 1.3 3.6
B0gUa B0uAa 1.3 3.6
B0gUa B0uAu 1.3 3.6
B0gUa B0uAg 1.3 3.6
B0gUa B0uAc 1.3 3.6
B0gUa B0uAt 1.3 3.6
B0gUa B0uA3 1.3 3.6
B0gAa B0gUa 1.3 3.6
B0gAu B0gUa 1.3 3.6
B0gAg B0gUa 1.3 3.6
B0gAc B0gUa 1.3 3.6
B0gAt B0gUa 1.3 3.6
B0gA3 B0gUa 1.3 3.6
B0cAa B0gUa 1.3 3.6
B0cAu B0gUa 1.3 3.6
B0cAg B0gUa 1.3 3.6
B0cAc B0gUa 1.3 3.6
B0cAt B0gUa 1.3 3.6
B0cA3 B0gUa 1.3 3.6
B0gUa B0tAa 1.3 3.6
B0gUa B0tAu 1.3 3.6
B0gUa B0tAg 1.3 3.6
B0gUa B0tAc 1.3 3.6
B0gUa B0tAt 1.3 3.6
B0gUa B0tA3 1.3 3.6
B05Aa B0gUu 1.3 3.6
B05Au B0gUu 1.3 3.6
B05Ag B0gUu 1.3 3.6
B05Ac B0gUu 1.3 3.6
B05At B0gUu 1.3 3.6
B05A3 B0gUu 1.3 3.6
B0aAa B0gUu 1.3 3.6
B0aAu B0gUu 1.3 3.6
B0aAg B0gUu 1.3 3.6
B0aAc B0gUu 1.3 3.6
B0aAt B0gUu 1.3 3.6
B0aA3 B0gUu 1.3 3.6
B0gUu B0uAa 1.3 3.6
B0gUu B0uAu 1.3 3.6
B0gUu B0uAg 1.3 3.6
B0gUu B0uAc 1.3 3.6
B0gUu B0uAt 1.3 3.6
B0gUu B0uA3 1.3 3.6
B0gAa B0gUu 1.3 3.6
B0gAu B0gUu 1.3 3.6
B0gAg B0gUu 1.3 3.6
B0gAc B0gUu 1.3 3.6
B0gAt B0gUu 1.3 3.6
B0gA3 B0gUu 1.3 3.6
B0cAa B0gUu 1.3 3.6
B0cAu B0gUu 1.3 3.6
B0cAg B0gUu 1.3 3.6
B0cAc B0gUu 1.3 3.6
B0cAt B0gUu 1.3 3.6
B0cA3 B0gUu 1.3 3.6
B0gUu B0tAa 1.3 3.6
B0gUu B0tAu 1.3 3.6
B0gUu B0tAg 1.3 3.6
B0gUu B0tAc 1.3 3.6
B0gUu B0tAt 1.3 3.6
B0gUu B0tA3 1.3 3.6
B05Aa B0gUg 1.3 3.6
B05Au B0gUg 1.3 3.6
B05Ag B0gUg 1.3 3.6
B05Ac B0gUg 1.3 3.6
B05At B0gUg 1.3 3.6
B05A3 B0gUg 1.3 3.6
B0aAa B0gUg 1.3 3.6
B0aAu B0gUg 1.3 3.6
B0aAg B0gUg 1.3 3.6
B0aAc B0gUg 1.3 3.6
B0aAt B0gUg 1.3 3.6
B0aA3 B0gUg 1.3 3.6
B0gUg B0uAa 1.3 3.6
B0gUg B0uAu 1.3 3.6
B0gUg B0uAg 1.3 3.6
B0gUg B0uAc 1.3 3.6
B0gUg B0uAt 1.3 3.6
B0gUg B0uA3 1.3 3.6
B0gAa B0gUg 1.3 3.6
B0gAu B0gUg 1.3 3.6
B0gAg B0gUg 1.3 3.6
B0gAc B0gUg 1.3 3.6
B0gAt B0gUg 1.3 3.6
B0gA3 B0gUg 1.3 3.6
B0cAa B0gUg 1.3 3.6
B0cAu B0gUg 1.3 3.6
B0cAg B0gUg 1.3 3.6
B0cAc B0gUg 1.3 3.6
B0cAt B0gUg 1.3 3.6
B0cA3 B0gUg 1.3 3.6
B0gUg B0tAa 1.3 3.6
B0gUg B0tAu 1.3 3.6
B0gUg B0tAg 1.3 3.6
B0gUg B0tAc 1.3 3.6
B0gUg B0tAt 1.3 3.6
B0gUg B0tA3 1.3 3.6
B05Aa B0gUc 1.3 3.6
B05Au B0gUc 1.3 3.6
B05Ag B0gUc 1.3 3.6
B05Ac B0gUc 1.3 3.6
B05At B0gUc 1.3 3.6
B05A3 B0gUc 1.3 3.6
B0aAa B0gUc 1.3 3.6
B0aAu B0gUc 1.3 3.6
B0aAg B0gUc 1.3 3.6
B0aAc B0gUc 1.3 3.6
B0aAt B0gUc 1.3 3.6
B0aA3 B0gUc 1.3 3.6
B0gUc B0uAa 1.3 3.6
B0gUc B0uAu 1.3 3.6
B0gUc B0uAg 1.3 3.6
B0gUc B0uAc 1.3 3.6
B0gUc B0uAt 1.3 3.6
B0gUc B0uA3 1.3 3.6
B0gAa B0gUc 1.3 3.6
B0gAu B0gUc 1.3 3.6
B0gAg B0gUc 1.3 3.6
B0gAc B0gUc 1.3 3.6
B0gAt B0gUc 1.3 3.6
B0gA3 B0gUc 1.3 3.6
B0cAa B0gUc 1.3 3.6
B0cAu B0gUc 1.3 3.6
B0cAg B0gUc 1.3 3.6
B0cAc B0gUc 1.3 3.6
B0cAt B0gUc 1.3 3.6
B0cA3 B0gUc 1.3 3.6
B0gUc B0tAa 1.3 3.6
B0gUc B0tAu 1.3 3.6
B0gUc B0tAg 1.3 3.6
B0gUc B0tAc 1.3 3.6
B0gUc B0tAt 1.3 3.6
B0gUc B0tA3 1.3 3.6
B05Aa B0gUt 1.3 3.6
B05Au B0gUt 1.3 3.6
B05Ag B0gUt 1.3 3.6
B05Ac B0gUt 1.3 3.6
B05At B0gUt 1.3 3.6
B05A3 B0gUt 1.3 3.6
B0aAa B0gUt 1.3 3.6
B0aAu B0gUt 1.3 3.6
B0aAg B0gUt 1.3 3.6
B0aAc B0gUt 1.3 3.6
B0aAt B0gUt 1.3 3.6
B0aA3 B0gUt 1.3 3.6
B0gUt B0uAa 1.3 3.6
B0gUt B0uAu 1.3 3.6
B0gUt B0uAg 1.3 3.6
B0gUt B0uAc 1.3 3.6
B0gUt B0uAt 1.3 3.6
B0gUt B0uA3 1.3 3.6
B0gAa B0gUt 1.3 3.6
B0gAu B0gUt 1.3 3.6
B0gAg B0gUt 1.3 3.6
B0gAc B0gUt 1.3 3.6
B0gAt B0gUt 1.3 3.6
B0gA3 B0gUt 1.3 3.6
B0cAa B0gUt 1.3 3.6
B0cAu B0gUt 1.3 3.6
B0cAg B0gUt 1.3 3.6
B0cAc B0gUt 1.3 3.6
B0cAt B0gUt 1.3 3.6
B0cA3 B0gUt 1.3 3.6
B0gUt B0tAa 1.3 3.6
B0gUt B0tAu 1.3 3.6
B0gUt B0tAg 1.3 3.6
B0gUt B0tAc 1.3 3.6
B0gUt B0tAt 1.3 3.6
B0gUt B0tA3 1.3 3.6
B05Aa B0gU3 1.3 3.6
B05Au B0gU3 1.3 3.6
B05Ag B0gU3 1.3 3.6
B05Ac B0gU3 1.3 3.6
B05At B0gU3 1.3 3.6
B0aAa B0gU3 1.3 3.6
B0aAu B0gU3 1.3 3.6
B0aAg B0gU3 1.3 3.6
B0aAc B0gU3 1.3 3.6
B0aAt B0gU3 1.3 3.6
B0gU3 B0uAa 1.3 3.6
B0gU3 B0uAu 1.3 3.6
B0gU3 B0uAg 1.3 3.6
B0gU3 B0uAc 1.3 3.6
B0gU3 B0uAt 1.3 3.6
B0gAa B0gU3 1.3 3.6
B0gAu B0gU3 1.3 3.6
B0gAg B0gU3 1.3 3.6
B0gAc B0gU3 1.3 3.6
B0gAt B0gU3 1.3 3.6
B0cAa B0gU3 1.3 3.6
B0cAu B0gU3 1.3 3.6
B0cAg B0gU3 1.3 3.6
B0cAc B0gU3 1.3 3.6
B0cAt B0gU3 1.3 3.6
B0gU3 B0tAa 1.3 3.6
B0gU3 B0tAu 1.3 3.6
B0gU3 B0tAg 1.3 3.6
B0gU3 B0tAc 1.3 3.6
B0gU3 B0tAt 1.3 3.6
B05Aa B0cUa 1.3 3.6
B05Au B0cUa 1.3 3.6
B05Ag B0cUa 1.3 3.6
B05Ac B0cUa 1.3 3.6
B05At B0cUa 1.3 3.6
B05A3 B0cUa 1.3 3.6
B0aAa B0cUa 1.3 3.6
B0aAu B0cUa 1.3 3.6
B0aAg B0cUa 1.3 3.6
B0aAc B0cUa 1.3 3.6
B0aAt B0cUa 1.3 3.6
B0aA3 B0cUa 1.3 3.6
B0cUa B0uAa 1.3 3.6
B0cUa B0uAu 1.3 3.6
B0cUa B0uAg 1.3 3.6
B0cUa B0uAc 1.3 3.6
B0cUa B0uAt 1.3 3.6
B0cUa B0uA3 1.3 3.6
B0cUa B0gAa 1.3 3.6
B0cUa B0gAu 1.3 3.6
B0cUa B0gAg 1.3 3.6
B0cUa B0gAc 1.3 3.6
B0cUa B0gAt 1.3 3.6
B0cUa B0gA3 1.3 3.6
B0cAa B0cUa 1.3 3.6
B0cAu B0cUa 1.3 3.6
B0cAg B0cUa 1.3 3.6
B0cAc B0cUa 1.3 3.6
B0cAt B0cUa 1.3 3.6
B0cA3 B0cUa 1.3 3.6
B0cUa B0tAa 1.3 3.6
B0cUa B0tAu 1.3 3.6
B0cUa B0tAg 1.3 3.6
B0cUa B0tAc 1.3 3.6
B0cUa B0tAt 1.3 3.6
B0cUa B0tA3 1.3 3.6
B05Aa B0cUu 1.3 3.6
B05Au B0cUu 1.3 3.6
B05Ag B0cUu 1.3 3.6
B05Ac B0cUu 1.3 3.6
B05At B0cUu 1.3 3.6
B05A3 B0cUu 1.3 3.6
B0aAa B0cUu 1.3 3.6
B0aAu B0cUu 1.3 3.6
B0aAg B0cUu 1.3 3.6
B0aAc B0cUu 1.3 3.6
B0aAt B0cUu 1.3 3.6
B0aA3 B0cUu 1.3 3.6
B0cUu B0uAa 1.3 3.6
B0cUu B0uAu 1.3 3.6
B0cUu B0uAg 1.3 3.6
B0cUu B0uAc 1.3 3.6
B0cUu B0uAt 1.3 3.6
B0cUu B0uA3 1.3 3.6
B0cUu B0gAa 1.3 3.6
B0cUu B0gAu 1.3 3.6
B0cUu B0gAg 1.3 3.6
B0cUu B0gAc 1.3 3.6
B0cUu B0gAt 1.3 3.6
B0cUu B0gA3 1.3 3.6
B0cAa B0cUu 1.3 3.6
B0cAu B0cUu 1.3 3.6
B0cAg B0cUu 1.3 3.6
B0cAc B0cUu 1.3 3.6
B0cAt B0cUu 1.3 3.6
B0cA3 B0cUu 1.3 3.6
B0cUu B0tAa 1.3 3.6
B0cUu B0tAu 1.3 3.6
B0cUu B0tAg 1.3 3.6
B0cUu B0tAc 1.3 3.6
B0cUu B0tAt 1.3 3.6
B0cUu B0tA3 1.3 3.6
B05Aa B0cUg 1.3 3.6
B05Au B0cUg 1.3 3.6
B05Ag B0cUg 1.3 3.6
B05Ac B0cUg 1.3 3.6
B05At B0cUg 1.3 3.6
B05A3 B0cUg 1.3 3.6
B0aAa B0cUg 1.3 3.6
B0aAu B0cUg 1.3 3.6
B0aAg B0cUg 1.3 3.6
B0aAc B0cUg 1.3 3.6
B0aAt B0cUg 1.3 3.6
B0aA3 B0cUg 1.3 3.6
B0cUg B0uAa 1.3 3.6
B0cUg B0uAu 1.3 3.6
B0cUg B0uAg 1.3 3.6
B0cUg B0uAc 1.3 3.6
B0cUg B0uAt 1.3 3.6
B0cUg B0uA3 1.3 3.6
B0cUg B0gAa 1.3 3.6
B0cUg B0gAu 1.3 3.6
B0cUg B0gAg 1.3 3.6
B0cUg B0gAc 1.3 3.6
B0cUg B0gAt 1.3 3.6
B0cUg B0gA3 1.3 3.6
B0cAa B0cUg 1.3 3.6
B0cAu B0cUg 1.3 3.6
B0cAg B0cUg 1.3 3.6
B0cAc B0cUg 1.3 3.6
B0cAt B0cUg 1.3 3.6
B0cA3 B0cUg 1.3 3.6
B0cUg B0tAa 1.3 3.6
B0cUg B0tAu 1.3 3.6
B0cUg B0tAg 1.3 3.6
B0cUg B0tAc 1.3 3.6
B0cUg B0tAt 1.3 3.6
B0cUg B0tA3 1.3 3.6
B05Aa B0cUc 1.3 3.6
B05Au B0cUc 1.3 3.6
B05Ag B0cUc 1.3 3.6
B05Ac B0cUc 1.3 3.6
B05At B0cUc 1.3 3.6
B05A3 B0cUc 1.3 3.6
B0aAa B0cUc 1.3 3.6
B0aAu B0cUc 1.3 3.6
B0aAg B0cUc 1.3 3.6
B0aAc B0cUc 1.3 3.6
B0aAt B0cUc 1.3 3.6
B0aA3 B0cUc 1.3 3.6
B0cUc B0uAa 1.3 3.6
B0cUc B0uAu 1.3 3.6
B0cUc B0uAg 1.3 3.6
B0cUc B0uAc 1.3 3.6
B0cUc B0uAt 1.3 3.6
B0cUc B0uA3 1.3 3.6
B0cUc B0gAa 1.3 3.6
B0cUc B0gAu 1.3 3.6
B0cUc B0gAg 1.3 3.6
B0cUc B0gAc 1.3 3.6
B0cUc B0gAt 1.3 3.6
B0cUc B0gA3 1.3 3.6
B0cAa B0cUc 1.3 3.6
B0cAu B0cUc 1.3 3.6
B0cAg B0cUc 1.3 3.6
B0cAc B0cUc 1.3 3.6
B0cAt B0cUc 1.3 3.6
B0cA3 B0cUc 1.3 3.6
B0cUc B0tAa 1.3 3.6
B0cUc B0tAu 1.3 3.6
B0cUc B0tAg 1.3 3.6
B0cUc B0tAc 1.3 3.6
B0cUc B0tAt 1.3 3.6
B0cUc B0tA3 1.3 3.6
B05Aa B0cUt 1.3 3.6
B05Au B0cUt 1.3 3.6
B05Ag B0cUt 1.3 3.6
B05Ac B0cUt 1.3 3.6
B05At B0cUt 1.3 3.6
B05A3 B0cUt 1.3 3.6
B0aAa B0cUt 1.3 3.6
B0aAu B0cUt 1.3 3.6
B0aAg B0cUt 1.3 3.6
B0aAc B0cUt 1.3 3.6
B0aAt B0cUt 1.3 3.6
B0aA3 B0cUt 1.3 3.6
B0cUt B0uAa 1.3 3.6
B0cUt B0uAu 1.3 3.6
B0cUt B0uAg 1.3 3.6
B0cUt B0uAc 1.3 3.6
B0cUt B0uAt 1.3 3.6
B0cUt B0uA3 1.3 3.6
B0cUt B0gAa 1.3 3.6
B0cUt B0gAu 1.3 3.6
B0cUt B0gAg 1.3 3.6
B0cUt B0gAc 1.3 3.6
B0cUt B0gAt 1.3 3.6
B0cUt B0gA3 1.3 3.6
B0cAa B0cUt 1.3 3.6
B0cAu B0cUt 1.3 3.6
B0cAg B0cUt 1.3 3.6
B0cAc B0cUt 1.3 3.6
B0cAt B0cUt 1.3 3.6
B0cA3 B0cUt 1.3 3.6
B0cUt B0tAa 1.3 3.6
B0cUt B0tAu 1.3 3.6
B0cUt B0tAg 1.3 3.6
B0cUt B0tAc 1.3 3.6
B0cUt B0tAt 1.3 3.6
B0cUt B0tA3 1.3 3.6
B05Aa B0cU3 1.3 3.6
B05Au B0cU3 1.3 3.6
B05Ag B0cU3 1.3 3.6
B05Ac B0cU3 1.3 3.6
B05At B0cU3 1.3 3.6
B0aAa B0cU3 1.3 3.6
B0aAu B0cU3 1.3 3.6
B0aAg B0cU3 1.3 3.6
B0aAc B0cU3 1.3 3.6
B0aAt B0cU3 1.3 3.6
B0cU3 B0uAa 1.3 3.6
B0cU3 B0uAu 1.3 3.6
B0cU3 B0uAg 1.3 3.6
B0cU3 B0uAc 1.3 3.6
B0cU3 B0uAt 1.3 3.6
B0cU3 B0gAa 1.3 3.6
B0cU3 B0gAu 1.3 3.6
B0cU3 B0gAg 1.3 3.6
B0cU3 B0gAc 1.3 3.6
B0cU3 B0gAt 1.3 3.6
B0cAa B0cU3 1.3 3.6
B0cAu B0cU3 1.3 3.6
B0cAg B0cU3 1.3 3.6
B0cAc B0cU3 1.3 3.6
B0cAt B0cU3 1.3 3.6
B0cU3 B0tAa 1.3 3.6
B0cU3 B0tAu 1.3 3.6
B0cU3 B0tAg 1.3 3.6
B0cU3 B0tAc 1.3 3.6
B0cU3 B0tAt 1.3 3.6
B05Aa B0tUa 1.3 3.6
B05Au B0tUa 1.3 3.6
B05Ag B0tUa 1.3 3.6
B05Ac B0tUa 1.3 3.6
B05At B0tUa 1.3 3.6
B05A3 B0tUa 1.3 3.6
B0aAa B0tUa 1.3 3.6
B0aAu B0tUa 1.3 3.6
B0aAg B0tUa 1.3 3.6
B0aAc B0tUa 1.3 3.6
B0aAt B0tUa 1.3 3.6
B0aA3 B0tUa 1.3 3.6
B0tUa B0uAa 1.3 3.6
B0tUa B0uAu 1.3 3.6
B0tUa B0uAg 1.3 3.6
B0tUa B0uAc 1.3 3.6
B0tUa B0uAt 1.3 3.6
B0tUa B0uA3 1.3 3.6
B0gAa B0tUa 1.3 3.6
B0gAu B0tUa 1.3 3.6
B0gAg B0tUa 1.3 3.6
B0gAc B0tUa 1.3 3.6
B0gAt B0tUa 1.3 3.6
B0gA3 B0tUa 1.3 3.6
B0cAa B0tUa 1.3 3.6
B0cAu B0tUa 1.3 3.6
B0cAg B0tUa 1.3 3.6
B0cAc B0tUa 1.3 3.6
B0cAt B0tUa 1.3 3.6
B0cA3 B0tUa 1.3 3.6
B0tAa B0tUa 1.3 3.6
B0tAu B0tUa 1.3 3.6
B0tAg B0tUa 1.3 3.6
B0tAc B0tUa 1.3 3.6
B0tAt B0tUa 1.3 3.6
B0tA3 B0tUa 1.3 3.6
B05Aa B0tUu 1.3 3.6
B05Au B0tUu 1.3 3.6
B05Ag B0tUu 1.3 3.6
B05Ac B0tUu 1.3 3.6
B05At B0tUu 1.3 3.6
B05A3 B0tUu 1.3 3.6
B0aAa B0tUu 1.3 3.6
B0aAu B0tUu 1.3 3.6
B0aAg B0tUu 1.3 3.6
B0aAc B0tUu 1.3 3.6
B0aAt B0tUu 1.3 3.6
B0aA3 B0tUu 1.3 3.6
B0tUu B0uAa 1.3 3.6
B0tUu B0uAu 1.3 3.6
B0tUu B0uAg 1.3 3.6
B0tUu B0uAc 1.3 3.6
B0tUu B0uAt 1.3 3.6
B0tUu B0uA3 1.3 3.6
B0gAa B0tUu 1.3 3.6
B0gAu B0tUu 1.3 3.6
B0gAg B0tUu 1.3 3.6
B0gAc B0tUu 1.3 3.6
B0gAt B0tUu 1.3 3.6
B0gA3 B0tUu 1.3 3.6
B0cAa B0tUu 1.3 3.6
B0cAu B0tUu 1.3 3.6
B0cAg B0tUu 1.3 3.6
B0cAc B0tUu 1.3 3.6
B0cAt B0tUu 1.3 3.6
B0cA3 B0tUu 1.3 3.6
B0tAa B0tUu 1.3 3.6
B0tAu B0tUu 1.3 3.6
B0tAg B0tUu 1.3 3.6
B0tAc B0tUu 1.3 3.6
B0tAt B0tUu 1.3 3.6
B0tA3 B0tUu 1.3 3.6
B05Aa B0tUg 1.3 3.6
B05Au B0tUg 1.3 3.6
B05Ag B0tUg 1.3 3.6
B05Ac B0tUg 1.3 3.6
B05At B0tUg 1.3 3.6
B05A3 B0tUg 1.3 3.6
B0aAa B0tUg 1.3 3.6
B0aAu B0tUg 1.3 3.6
B0aAg B0tUg 1.3 3.6
B0aAc B0tUg 1.3 3.6
B0aAt B0tUg 1.3 3.6
B0aA3 B0tUg 1.3 3.6
B0tUg B0uAa 1.3 3.6
B0tUg B0uAu 1.3 3.6
B0tUg B0uAg 1.3 3.6
B0tUg B0uAc 1.3 3.6
B0tUg B0uAt 1.3 3.6
B0tUg B0uA3 1.3 3.6
B0gAa B0tUg 1.3 3.6
B0gAu B0tUg 1.3 3.6
B0gAg B0tUg 1.3 3.6
B0gAc B0tUg 1.3 3.6
B0gAt B0tUg 1.3 3.6
B0gA3 B0tUg 1.3 3.6
B0cAa B0tUg 1.3 3.6
B0cAu B0tUg 1.3 3.6
B0cAg B0tUg 1.3 3.6
B0cAc B0tUg 1.3 3.6
B0cAt B0tUg 1.3 3.6
B0cA3 B0tUg 1.3 3.6
B0tAa B0tUg 1.3 3.6
B0tAu B0tUg 1.3 3.6
B0tAg B0tUg 1.3 3.6
B0tAc B0tUg 1.3 3.6
B0tAt B0tUg 1.3 3.6
B0tA3 B0tUg 1.3 3.6
B05Aa B0tUc 1.3 3.6
B05Au B0tUc 1.3 3.6
B05Ag B0tUc 1.3 3.6
B05Ac B0tUc 1.3 3.6
B05At B0tUc 1.3 3.6
B05A3 B0tUc 1.3 3.6
B0aAa B0tUc 1.3 3.6
B0aAu B0tUc 1.3 3.6
B0aAg B0tUc 1.3 3.6
B0aAc B0tUc 1.3 3.6
B0aAt B0tUc 1.3 3.6
B0aA3 B0tUc 1.3 3.6
B0tUc B0uAa 1.3 3.6
B0tUc B0uAu 1.3 3.6
B0tUc B0uAg 1.3 3.6
B0tUc B0uAc 1.3 3.6
B0tUc B0uAt 1.3 3.6
B0tUc B0uA3 1.3 3.6
B0gAa B0tUc 1.3 3.6
B0gAu B0tUc 1.3 3.6
B0gAg B0tUc 1.3 3.6
B0gAc B0tUc 1.3 3.6
B0gAt B0tUc 1.3 3.6
B0gA3 B0tUc 1.3 3.6
B0cAa B0tUc 1.3 3.6
B0cAu B0tUc 1.3 3.6
B0cAg B0tUc 1.3 3.6
B0cAc B0tUc 1.3 3.6
