#a1 a2 eps sig(A)
B0tTg B0uCc 1.4 3.6
B0tTg B0uCt 1.4 3.6
B0tTg B0uC3 1.4 3.6
B0gCa B0tTg 1.4 3.6
B0gCu B0tTg 1.4 3.6
B0gCg B0tTg 1.4 3.6
B0gCc B0tTg 1.4 3.6
B0gCt B0tTg 1.4 3.6
B0gC3 B0tTg 1.4 3.6
B0cCa B0tTg 1.4 3.6
B0cCu B0tTg 1.4 3.6
B0cCg B0tTg 1.4 3.6
B0cCc B0tTg 1.4 3.6
B0cCt B0tTg 1.4 3.6
B0cC3 B0tTg 1.4 3.6
B0tCa B0tTg 1.4 3.6
B0tCu B0tTg 1.4 3.6
B0tCg B0tTg 1.4 3.6
B0tCc B0tTg 1.4 3.6
B0tCt B0tTg 1.4 3.6
B0tC3 B0tTg 1.4 3.6
B05Ca B0tTc 1.4 3.6
B05Cu B0tTc 1.4 3.6
B05Cg B0tTc 1.4 3.6
B05Cc B0tTc 1.4 3.6
B05Ct B0tTc 1.4 3.6
B05C3 B0tTc 1.4 3.6
B0aCa B0tTc 1.4 3.6
B0aCu B0tTc 1.4 3.6
B0aCg B0tTc 1.4 3.6
B0aCc B0tTc 1.4 3.6
B0aCt B0tTc 1.4 3.6
B0aC3 B0tTc 1.4 3.6
B0tTc B0uCa 1.4 3.6
B0tTc B0uCu 1.4 3.6
B0tTc B0uCg 1.4 3.6
B0tTc B0uCc 1.4 3.6
B0tTc B0uCt 1.4 3.6
B0tTc B0uC3 1.4 3.6
B0gCa B0tTc 1.4 3.6
B0gCu B0tTc 1.4 3.6
B0gCg B0tTc 1.4 3.6
B0gCc B0tTc 1.4 3.6
B0gCt B0tTc 1.4 3.6
B0gC3 B0tTc 1.4 3.6
B0cCa B0tTc 1.4 3.6
B0cCu B0tTc 1.4 3.6
B0cCg B0tTc 1.4 3.6
B0cCc B0tTc 1.4 3.6
B0cCt B0tTc 1.4 3.6
B0cC3 B0tTc 1.4 3.6
B0tCa B0tTc 1.4 3.6
B0tCu B0tTc 1.4 3.6
B0tCg B0tTc 1.4 3.6
B0tCc B0tTc 1.4 3.6
B0tCt B0tTc 1.4 3.6
B0tC3 B0tTc 1.4 3.6
B05Ca B0tTt 1.4 3.6
B05Cu B0tTt 1.4 3.6
B05Cg B0tTt 1.4 3.6
B05Cc B0tTt 1.4 3.6
B05Ct B0tTt 1.4 3.6
B05C3 B0tTt 1.4 3.6
B0aCa B0tTt 1.4 3.6
B0aCu B0tTt 1.4 3.6
B0aCg B0tTt 1.4 3.6
B0aCc B0tTt 1.4 3.6
B0aCt B0tTt 1.4 3.6
B0aC3 B0tTt 1.4 3.6
B0tTt B0uCa 1.4 3.6
B0tTt B0uCu 1.4 3.6
B0tTt B0uCg 1.4 3.6
B0tTt B0uCc 1.4 3.6
B0tTt B0uCt 1.4 3.6
B0tTt B0uC3 1.4 3.6
B0gCa B0tTt 1.4 3.6
B0gCu B0tTt 1.4 3.6
B0gCg B0tTt 1.4 3.6
B0gCc B0tTt 1.4 3.6
B0gCt B0tTt 1.4 3.6
B0gC3 B0tTt 1.4 3.6
B0cCa B0tTt 1.4 3.6
B0cCu B0tTt 1.4 3.6
B0cCg B0tTt 1.4 3.6
B0cCc B0tTt 1.4 3.6
B0cCt B0tTt 1.4 3.6
B0cC3 B0tTt 1.4 3.6
B0tCa B0tTt 1.4 3.6
B0tCu B0tTt 1.4 3.6
B0tCg B0tTt 1.4 3.6
B0tCc B0tTt 1.4 3.6
B0tCt B0tTt 1.4 3.6
B0tC3 B0tTt 1.4 3.6
B05Ca B0tT3 1.4 3.6
B05Cu B0tT3 1.4 3.6
B05Cg B0tT3 1.4 3.6
B05Cc B0tT3 1.4 3.6
B05Ct B0tT3 1.4 3.6
B0aCa B0tT3 1.4 3.6
B0aCu B0tT3 1.4 3.6
B0aCg B0tT3 1.4 3.6
B0aCc B0tT3 1.4 3.6
B0aCt B0tT3 1.4 3.6
B0tT3 B0uCa 1.4 3.6
B0tT3 B0uCu 1.4 3.6
B0tT3 B0uCg 1.4 3.6
B0tT3 B0uCc 1.4 3.6
B0tT3 B0uCt 1.4 3.6
B0gCa B0tT3 1.4 3.6
B0gCu B0tT3 1.4 3.6
B0gCg B0tT3 1.4 3.6
B0gCc B0tT3 1.4 3.6
B0gCt B0tT3 1.4 3.6
B0cCa B0tT3 1.4 3.6
B0cCu B0tT3 1.4 3.6
B0cCg B0tT3 1.4 3.6
B0cCc B0tT3 1.4 3.6
B0cCt B0tT3 1.4 3.6
B0tCa B0tT3 1.4 3.6
B0tCu B0tT3 1.4 3.6
B0tCg B0tT3 1.4 3.6
B0tCc B0tT3 1.4 3.6
B0tCt B0tT3 1.4 3.6
#B0T B0T 1.0 3.6
B05Ta B0aTa 1.0 3.6
B05Ta B0aTu 1.0 3.6
B05Ta B0aTg 1.0 3.6
B05Ta B0aTc 1.0 3.6
B05Ta B0aTt 1.0 3.6
B05Ta B0aT3 1.0 3.6
B05Ta B0uTa 1.0 3.6
B05Ta B0uTu 1.0 3.6
B05Ta B0uTg 1.0 3.6
B05Ta B0uTc 1.0 3.6
B05Ta B0uTt 1.0 3.6
B05Ta B0uT3 1.0 3.6
B05Ta B0gTa 1.0 3.6
B05Ta B0gTu 1.0 3.6
B05Ta B0gTg 1.0 3.6
B05Ta B0gTc 1.0 3.6
B05Ta B0gTt 1.0 3.6
B05Ta B0gT3 1.0 3.6
B05Ta B0cTa 1.0 3.6
B05Ta B0cTu 1.0 3.6
B05Ta B0cTg 1.0 3.6
B05Ta B0cTc 1.0 3.6
B05Ta B0cTt 1.0 3.6
B05Ta B0cT3 1.0 3.6
B05Ta B0tTa 1.0 3.6
B05Ta B0tTu 1.0 3.6
B05Ta B0tTg 1.0 3.6
B05Ta B0tTc 1.0 3.6
B05Ta B0tTt 1.0 3.6
B05Ta B0tT3 1.0 3.6
B05Tu B0aTa 1.0 3.6
B05Tu B0aTu 1.0 3.6
B05Tu B0aTg 1.0 3.6
B05Tu B0aTc 1.0 3.6
B05Tu B0aTt 1.0 3.6
B05Tu B0aT3 1.0 3.6
B05Tu B0uTa 1.0 3.6
B05Tu B0uTu 1.0 3.6
B05Tu B0uTg 1.0 3.6
B05Tu B0uTc 1.0 3.6
B05Tu B0uTt 1.0 3.6
B05Tu B0uT3 1.0 3.6
B05Tu B0gTa 1.0 3.6
B05Tu B0gTu 1.0 3.6
B05Tu B0gTg 1.0 3.6
B05Tu B0gTc 1.0 3.6
B05Tu B0gTt 1.0 3.6
B05Tu B0gT3 1.0 3.6
B05Tu B0cTa 1.0 3.6
B05Tu B0cTu 1.0 3.6
B05Tu B0cTg 1.0 3.6
B05Tu B0cTc 1.0 3.6
B05Tu B0cTt 1.0 3.6
B05Tu B0cT3 1.0 3.6
B05Tu B0tTa 1.0 3.6
B05Tu B0tTu 1.0 3.6
B05Tu B0tTg 1.0 3.6
B05Tu B0tTc 1.0 3.6
B05Tu B0tTt 1.0 3.6
B05Tu B0tT3 1.0 3.6
B05Tg B0aTa 1.0 3.6
B05Tg B0aTu 1.0 3.6
B05Tg B0aTg 1.0 3.6
B05Tg B0aTc 1.0 3.6
B05Tg B0aTt 1.0 3.6
B05Tg B0aT3 1.0 3.6
B05Tg B0uTa 1.0 3.6
B05Tg B0uTu 1.0 3.6
B05Tg B0uTg 1.0 3.6
B05Tg B0uTc 1.0 3.6
B05Tg B0uTt 1.0 3.6
B05Tg B0uT3 1.0 3.6
B05Tg B0gTa 1.0 3.6
B05Tg B0gTu 1.0 3.6
B05Tg B0gTg 1.0 3.6
B05Tg B0gTc 1.0 3.6
B05Tg B0gTt 1.0 3.6
B05Tg B0gT3 1.0 3.6
B05Tg B0cTa 1.0 3.6
B05Tg B0cTu 1.0 3.6
B05Tg B0cTg 1.0 3.6
B05Tg B0cTc 1.0 3.6
B05Tg B0cTt 1.0 3.6
B05Tg B0cT3 1.0 3.6
B05Tg B0tTa 1.0 3.6
B05Tg B0tTu 1.0 3.6
B05Tg B0tTg 1.0 3.6
B05Tg B0tTc 1.0 3.6
B05Tg B0tTt 1.0 3.6
B05Tg B0tT3 1.0 3.6
B05Tc B0aTa 1.0 3.6
B05Tc B0aTu 1.0 3.6
B05Tc B0aTg 1.0 3.6
B05Tc B0aTc 1.0 3.6
B05Tc B0aTt 1.0 3.6
B05Tc B0aT3 1.0 3.6
B05Tc B0uTa 1.0 3.6
B05Tc B0uTu 1.0 3.6
B05Tc B0uTg 1.0 3.6
B05Tc B0uTc 1.0 3.6
B05Tc B0uTt 1.0 3.6
B05Tc B0uT3 1.0 3.6
B05Tc B0gTa 1.0 3.6
B05Tc B0gTu 1.0 3.6
B05Tc B0gTg 1.0 3.6
B05Tc B0gTc 1.0 3.6
B05Tc B0gTt 1.0 3.6
B05Tc B0gT3 1.0 3.6
B05Tc B0cTa 1.0 3.6
B05Tc B0cTu 1.0 3.6
B05Tc B0cTg 1.0 3.6
B05Tc B0cTc 1.0 3.6
B05Tc B0cTt 1.0 3.6
B05Tc B0cT3 1.0 3.6
B05Tc B0tTa 1.0 3.6
B05Tc B0tTu 1.0 3.6
B05Tc B0tTg 1.0 3.6
B05Tc B0tTc 1.0 3.6
B05Tc B0tTt 1.0 3.6
B05Tc B0tT3 1.0 3.6
B05Tt B0aTa 1.0 3.6
B05Tt B0aTu 1.0 3.6
B05Tt B0aTg 1.0 3.6
B05Tt B0aTc 1.0 3.6
B05Tt B0aTt 1.0 3.6
B05Tt B0aT3 1.0 3.6
B05Tt B0uTa 1.0 3.6
B05Tt B0uTu 1.0 3.6
B05Tt B0uTg 1.0 3.6
B05Tt B0uTc 1.0 3.6
B05Tt B0uTt 1.0 3.6
B05Tt B0uT3 1.0 3.6
B05Tt B0gTa 1.0 3.6
B05Tt B0gTu 1.0 3.6
B05Tt B0gTg 1.0 3.6
B05Tt B0gTc 1.0 3.6
B05Tt B0gTt 1.0 3.6
B05Tt B0gT3 1.0 3.6
B05Tt B0cTa 1.0 3.6
B05Tt B0cTu 1.0 3.6
B05Tt B0cTg 1.0 3.6
B05Tt B0cTc 1.0 3.6
B05Tt B0cTt 1.0 3.6
B05Tt B0cT3 1.0 3.6
B05Tt B0tTa 1.0 3.6
B05Tt B0tTu 1.0 3.6
B05Tt B0tTg 1.0 3.6
B05Tt B0tTc 1.0 3.6
B05Tt B0tTt 1.0 3.6
B05Tt B0tT3 1.0 3.6
B05T3 B0aTa 1.0 3.6
B05T3 B0aTu 1.0 3.6
B05T3 B0aTg 1.0 3.6
B05T3 B0aTc 1.0 3.6
B05T3 B0aTt 1.0 3.6
B05T3 B0uTa 1.0 3.6
B05T3 B0uTu 1.0 3.6
B05T3 B0uTg 1.0 3.6
B05T3 B0uTc 1.0 3.6
B05T3 B0uTt 1.0 3.6
B05T3 B0gTa 1.0 3.6
B05T3 B0gTu 1.0 3.6
B05T3 B0gTg 1.0 3.6
B05T3 B0gTc 1.0 3.6
B05T3 B0gTt 1.0 3.6
B05T3 B0cTa 1.0 3.6
B05T3 B0cTu 1.0 3.6
B05T3 B0cTg 1.0 3.6
B05T3 B0cTc 1.0 3.6
B05T3 B0cTt 1.0 3.6
B05T3 B0tTa 1.0 3.6
B05T3 B0tTu 1.0 3.6
B05T3 B0tTg 1.0 3.6
B05T3 B0tTc 1.0 3.6
B05T3 B0tTt 1.0 3.6
B0aTa B0aTa 1.0 3.6
B0aTa B0aTu 1.0 3.6
B0aTa B0aTg 1.0 3.6
B0aTa B0aTc 1.0 3.6
B0aTa B0aTt 1.0 3.6
B0aT3 B0aTa 1.0 3.6
B0aTa B0uTa 1.0 3.6
B0aTa B0uTu 1.0 3.6
B0aTa B0uTg 1.0 3.6
B0aTa B0uTc 1.0 3.6
B0aTa B0uTt 1.0 3.6
B0aTa B0uT3 1.0 3.6
B0aTa B0gTa 1.0 3.6
B0aTa B0gTu 1.0 3.6
B0aTa B0gTg 1.0 3.6
B0aTa B0gTc 1.0 3.6
B0aTa B0gTt 1.0 3.6
B0aTa B0gT3 1.0 3.6
B0aTa B0cTa 1.0 3.6
B0aTa B0cTu 1.0 3.6
B0aTa B0cTg 1.0 3.6
B0aTa B0cTc 1.0 3.6
B0aTa B0cTt 1.0 3.6
B0aTa B0cT3 1.0 3.6
B0aTa B0tTa 1.0 3.6
B0aTa B0tTu 1.0 3.6
B0aTa B0tTg 1.0 3.6
B0aTa B0tTc 1.0 3.6
B0aTa B0tTt 1.0 3.6
B0aTa B0tT3 1.0 3.6
B0aTu B0aTu 1.0 3.6
B0aTg B0aTu 1.0 3.6
B0aTc B0aTu 1.0 3.6
B0aTt B0aTu 1.0 3.6
B0aT3 B0aTu 1.0 3.6
B0aTu B0uTa 1.0 3.6
B0aTu B0uTu 1.0 3.6
B0aTu B0uTg 1.0 3.6
B0aTu B0uTc 1.0 3.6
B0aTu B0uTt 1.0 3.6
B0aTu B0uT3 1.0 3.6
B0aTu B0gTa 1.0 3.6
B0aTu B0gTu 1.0 3.6
B0aTu B0gTg 1.0 3.6
B0aTu B0gTc 1.0 3.6
B0aTu B0gTt 1.0 3.6
B0aTu B0gT3 1.0 3.6
B0aTu B0cTa 1.0 3.6
B0aTu B0cTu 1.0 3.6
B0aTu B0cTg 1.0 3.6
B0aTu B0cTc 1.0 3.6
B0aTu B0cTt 1.0 3.6
B0aTu B0cT3 1.0 3.6
B0aTu B0tTa 1.0 3.6
B0aTu B0tTu 1.0 3.6
B0aTu B0tTg 1.0 3.6
B0aTu B0tTc 1.0 3.6
B0aTu B0tTt 1.0 3.6
B0aTu B0tT3 1.0 3.6
B0aTg B0aTg 1.0 3.6
B0aTc B0aTg 1.0 3.6
B0aTg B0aTt 1.0 3.6
B0aT3 B0aTg 1.0 3.6
B0aTg B0uTa 1.0 3.6
B0aTg B0uTu 1.0 3.6
B0aTg B0uTg 1.0 3.6
B0aTg B0uTc 1.0 3.6
B0aTg B0uTt 1.0 3.6
B0aTg B0uT3 1.0 3.6
B0aTg B0gTa 1.0 3.6
B0aTg B0gTu 1.0 3.6
B0aTg B0gTg 1.0 3.6
B0aTg B0gTc 1.0 3.6
B0aTg B0gTt 1.0 3.6
B0aTg B0gT3 1.0 3.6
B0aTg B0cTa 1.0 3.6
B0aTg B0cTu 1.0 3.6
B0aTg B0cTg 1.0 3.6
B0aTg B0cTc 1.0 3.6
B0aTg B0cTt 1.0 3.6
B0aTg B0cT3 1.0 3.6
B0aTg B0tTa 1.0 3.6
B0aTg B0tTu 1.0 3.6
B0aTg B0tTg 1.0 3.6
B0aTg B0tTc 1.0 3.6
B0aTg B0tTt 1.0 3.6
B0aTg B0tT3 1.0 3.6
B0aTc B0aTc 1.0 3.6
B0aTc B0aTt 1.0 3.6
B0aT3 B0aTc 1.0 3.6
B0aTc B0uTa 1.0 3.6
B0aTc B0uTu 1.0 3.6
B0aTc B0uTg 1.0 3.6
B0aTc B0uTc 1.0 3.6
B0aTc B0uTt 1.0 3.6
B0aTc B0uT3 1.0 3.6
B0aTc B0gTa 1.0 3.6
B0aTc B0gTu 1.0 3.6
B0aTc B0gTg 1.0 3.6
B0aTc B0gTc 1.0 3.6
B0aTc B0gTt 1.0 3.6
B0aTc B0gT3 1.0 3.6
B0aTc B0cTa 1.0 3.6
B0aTc B0cTu 1.0 3.6
B0aTc B0cTg 1.0 3.6
B0aTc B0cTc 1.0 3.6
B0aTc B0cTt 1.0 3.6
B0aTc B0cT3 1.0 3.6
B0aTc B0tTa 1.0 3.6
B0aTc B0tTu 1.0 3.6
B0aTc B0tTg 1.0 3.6
B0aTc B0tTc 1.0 3.6
B0aTc B0tTt 1.0 3.6
B0aTc B0tT3 1.0 3.6
B0aTt B0aTt 1.0 3.6
B0aT3 B0aTt 1.0 3.6
B0aTt B0uTa 1.0 3.6
B0aTt B0uTu 1.0 3.6
B0aTt B0uTg 1.0 3.6
B0aTt B0uTc 1.0 3.6
B0aTt B0uTt 1.0 3.6
B0aTt B0uT3 1.0 3.6
B0aTt B0gTa 1.0 3.6
B0aTt B0gTu 1.0 3.6
B0aTt B0gTg 1.0 3.6
B0aTt B0gTc 1.0 3.6
B0aTt B0gTt 1.0 3.6
B0aTt B0gT3 1.0 3.6
B0aTt B0cTa 1.0 3.6
B0aTt B0cTu 1.0 3.6
B0aTt B0cTg 1.0 3.6
B0aTt B0cTc 1.0 3.6
B0aTt B0cTt 1.0 3.6
B0aTt B0cT3 1.0 3.6
B0aTt B0tTa 1.0 3.6
B0aTt B0tTu 1.0 3.6
B0aTt B0tTg 1.0 3.6
B0aTt B0tTc 1.0 3.6
B0aTt B0tTt 1.0 3.6
B0aTt B0tT3 1.0 3.6
B0aT3 B0uTa 1.0 3.6
B0aT3 B0uTu 1.0 3.6
B0aT3 B0uTg 1.0 3.6
B0aT3 B0uTc 1.0 3.6
B0aT3 B0uTt 1.0 3.6
B0aT3 B0gTa 1.0 3.6
B0aT3 B0gTu 1.0 3.6
B0aT3 B0gTg 1.0 3.6
B0aT3 B0gTc 1.0 3.6
B0aT3 B0gTt 1.0 3.6
B0aT3 B0cTa 1.0 3.6
B0aT3 B0cTu 1.0 3.6
B0aT3 B0cTg 1.0 3.6
B0aT3 B0cTc 1.0 3.6
B0aT3 B0cTt 1.0 3.6
B0aT3 B0tTa 1.0 3.6
B0aT3 B0tTu 1.0 3.6
B0aT3 B0tTg 1.0 3.6
B0aT3 B0tTc 1.0 3.6
B0aT3 B0tTt 1.0 3.6
B0uTa B0uTa 1.0 3.6
B0uTa B0uTu 1.0 3.6
B0uTa B0uTg 1.0 3.6
B0uTa B0uTc 1.0 3.6
B0uTa B0uTt 1.0 3.6
B0uT3 B0uTa 1.0 3.6
B0gTa B0uTa 1.0 3.6
B0gTu B0uTa 1.0 3.6
B0gTg B0uTa 1.0 3.6
B0gTc B0uTa 1.0 3.6
B0gTt B0uTa 1.0 3.6
B0gT3 B0uTa 1.0 3.6
B0cTa B0uTa 1.0 3.6
B0cTu B0uTa 1.0 3.6
B0cTg B0uTa 1.0 3.6
B0cTc B0uTa 1.0 3.6
B0cTt B0uTa 1.0 3.6
B0cT3 B0uTa 1.0 3.6
B0tTa B0uTa 1.0 3.6
B0tTu B0uTa 1.0 3.6
B0tTg B0uTa 1.0 3.6
B0tTc B0uTa 1.0 3.6
B0tTt B0uTa 1.0 3.6
B0tT3 B0uTa 1.0 3.6
B0uTu B0uTu 1.0 3.6
B0uTg B0uTu 1.0 3.6
B0uTc B0uTu 1.0 3.6
B0uTt B0uTu 1.0 3.6
B0uT3 B0uTu 1.0 3.6
B0gTa B0uTu 1.0 3.6
B0gTu B0uTu 1.0 3.6
B0gTg B0uTu 1.0 3.6
B0gTc B0uTu 1.0 3.6
B0gTt B0uTu 1.0 3.6
B0gT3 B0uTu 1.0 3.6
B0cTa B0uTu 1.0 3.6
B0cTu B0uTu 1.0 3.6
B0cTg B0uTu 1.0 3.6
B0cTc B0uTu 1.0 3.6
B0cTt B0uTu 1.0 3.6
B0cT3 B0uTu 1.0 3.6
B0tTa B0uTu 1.0 3.6
B0tTu B0uTu 1.0 3.6
B0tTg B0uTu 1.0 3.6
B0tTc B0uTu 1.0 3.6
B0tTt B0uTu 1.0 3.6
B0tT3 B0uTu 1.0 3.6
B0uTg B0uTg 1.0 3.6
B0uTc B0uTg 1.0 3.6
B0uTg B0uTt 1.0 3.6
B0uT3 B0uTg 1.0 3.6
B0gTa B0uTg 1.0 3.6
B0gTu B0uTg 1.0 3.6
B0gTg B0uTg 1.0 3.6
B0gTc B0uTg 1.0 3.6
B0gTt B0uTg 1.0 3.6
B0gT3 B0uTg 1.0 3.6
B0cTa B0uTg 1.0 3.6
B0cTu B0uTg 1.0 3.6
B0cTg B0uTg 1.0 3.6
B0cTc B0uTg 1.0 3.6
B0cTt B0uTg 1.0 3.6
B0cT3 B0uTg 1.0 3.6
B0tTa B0uTg 1.0 3.6
B0tTu B0uTg 1.0 3.6
B0tTg B0uTg 1.0 3.6
B0tTc B0uTg 1.0 3.6
B0tTt B0uTg 1.0 3.6
B0tT3 B0uTg 1.0 3.6
B0uTc B0uTc 1.0 3.6
B0uTc B0uTt 1.0 3.6
B0uT3 B0uTc 1.0 3.6
B0gTa B0uTc 1.0 3.6
B0gTu B0uTc 1.0 3.6
B0gTg B0uTc 1.0 3.6
B0gTc B0uTc 1.0 3.6
B0gTt B0uTc 1.0 3.6
B0gT3 B0uTc 1.0 3.6
B0cTa B0uTc 1.0 3.6
B0cTu B0uTc 1.0 3.6
B0cTg B0uTc 1.0 3.6
B0cTc B0uTc 1.0 3.6
B0cTt B0uTc 1.0 3.6
B0cT3 B0uTc 1.0 3.6
B0tTa B0uTc 1.0 3.6
B0tTu B0uTc 1.0 3.6
B0tTg B0uTc 1.0 3.6
B0tTc B0uTc 1.0 3.6
B0tTt B0uTc 1.0 3.6
B0tT3 B0uTc 1.0 3.6
B0uTt B0uTt 1.0 3.6
B0uT3 B0uTt 1.0 3.6
B0gTa B0uTt 1.0 3.6
B0gTu B0uTt 1.0 3.6
B0gTg B0uTt 1.0 3.6
B0gTc B0uTt 1.0 3.6
B0gTt B0uTt 1.0 3.6
B0gT3 B0uTt 1.0 3.6
B0cTa B0uTt 1.0 3.6
B0cTu B0uTt 1.0 3.6
B0cTg B0uTt 1.0 3.6
B0cTc B0uTt 1.0 3.6
B0cTt B0uTt 1.0 3.6
B0cT3 B0uTt 1.0 3.6
B0tTa B0uTt 1.0 3.6
B0tTu B0uTt 1.0 3.6
B0tTg B0uTt 1.0 3.6
B0tTc B0uTt 1.0 3.6
B0tTt B0uTt 1.0 3.6
B0tT3 B0uTt 1.0 3.6
B0gTa B0uT3 1.0 3.6
B0gTu B0uT3 1.0 3.6
B0gTg B0uT3 1.0 3.6
B0gTc B0uT3 1.0 3.6
B0gTt B0uT3 1.0 3.6
B0cTa B0uT3 1.0 3.6
B0cTu B0uT3 1.0 3.6
B0cTg B0uT3 1.0 3.6
B0cTc B0uT3 1.0 3.6
B0cTt B0uT3 1.0 3.6
B0tTa B0uT3 1.0 3.6
B0tTu B0uT3 1.0 3.6
B0tTg B0uT3 1.0 3.6
B0tTc B0uT3 1.0 3.6
B0tTt B0uT3 1.0 3.6
B0gTa B0gTa 1.0 3.6
B0gTa B0gTu 1.0 3.6
B0gTa B0gTg 1.0 3.6
B0gTa B0gTc 1.0 3.6
B0gTa B0gTt 1.0 3.6
B0gT3 B0gTa 1.0 3.6
B0cTa B0gTa 1.0 3.6
B0cTu B0gTa 1.0 3.6
B0cTg B0gTa 1.0 3.6
B0cTc B0gTa 1.0 3.6
B0cTt B0gTa 1.0 3.6
B0cT3 B0gTa 1.0 3.6
B0gTa B0tTa 1.0 3.6
B0gTa B0tTu 1.0 3.6
B0gTa B0tTg 1.0 3.6
B0gTa B0tTc 1.0 3.6
B0gTa B0tTt 1.0 3.6
B0gTa B0tT3 1.0 3.6
B0gTu B0gTu 1.0 3.6
B0gTg B0gTu 1.0 3.6
B0gTc B0gTu 1.0 3.6
B0gTt B0gTu 1.0 3.6
B0gT3 B0gTu 1.0 3.6
B0cTa B0gTu 1.0 3.6
B0cTu B0gTu 1.0 3.6
B0cTg B0gTu 1.0 3.6
B0cTc B0gTu 1.0 3.6
B0cTt B0gTu 1.0 3.6
B0cT3 B0gTu 1.0 3.6
B0gTu B0tTa 1.0 3.6
B0gTu B0tTu 1.0 3.6
B0gTu B0tTg 1.0 3.6
B0gTu B0tTc 1.0 3.6
B0gTu B0tTt 1.0 3.6
B0gTu B0tT3 1.0 3.6
B0gTg B0gTg 1.0 3.6
B0gTc B0gTg 1.0 3.6
B0gTg B0gTt 1.0 3.6
B0gT3 B0gTg 1.0 3.6
B0cTa B0gTg 1.0 3.6
B0cTu B0gTg 1.0 3.6
B0cTg B0gTg 1.0 3.6
B0cTc B0gTg 1.0 3.6
B0cTt B0gTg 1.0 3.6
B0cT3 B0gTg 1.0 3.6
B0gTg B0tTa 1.0 3.6
B0gTg B0tTu 1.0 3.6
B0gTg B0tTg 1.0 3.6
B0gTg B0tTc 1.0 3.6
B0gTg B0tTt 1.0 3.6
B0gTg B0tT3 1.0 3.6
B0gTc B0gTc 1.0 3.6
B0gTc B0gTt 1.0 3.6
B0gT3 B0gTc 1.0 3.6
B0cTa B0gTc 1.0 3.6
B0cTu B0gTc 1.0 3.6
B0cTg B0gTc 1.0 3.6
B0cTc B0gTc 1.0 3.6
B0cTt B0gTc 1.0 3.6
B0cT3 B0gTc 1.0 3.6
B0gTc B0tTa 1.0 3.6
B0gTc B0tTu 1.0 3.6
B0gTc B0tTg 1.0 3.6
B0gTc B0tTc 1.0 3.6
B0gTc B0tTt 1.0 3.6
B0gTc B0tT3 1.0 3.6
B0gTt B0gTt 1.0 3.6
B0gT3 B0gTt 1.0 3.6
B0cTa B0gTt 1.0 3.6
B0cTu B0gTt 1.0 3.6
B0cTg B0gTt 1.0 3.6
B0cTc B0gTt 1.0 3.6
B0cTt B0gTt 1.0 3.6
B0cT3 B0gTt 1.0 3.6
B0gTt B0tTa 1.0 3.6
B0gTt B0tTu 1.0 3.6
B0gTt B0tTg 1.0 3.6
B0gTt B0tTc 1.0 3.6
B0gTt B0tTt 1.0 3.6
B0gTt B0tT3 1.0 3.6
B0cTa B0gT3 1.0 3.6
B0cTu B0gT3 1.0 3.6
B0cTg B0gT3 1.0 3.6
B0cTc B0gT3 1.0 3.6
B0cTt B0gT3 1.0 3.6
B0gT3 B0tTa 1.0 3.6
B0gT3 B0tTu 1.0 3.6
B0gT3 B0tTg 1.0 3.6
B0gT3 B0tTc 1.0 3.6
B0gT3 B0tTt 1.0 3.6
B0cTa B0cTa 1.0 3.6
B0cTa B0cTu 1.0 3.6
B0cTa B0cTg 1.0 3.6
B0cTa B0cTc 1.0 3.6
B0cTa B0cTt 1.0 3.6
B0cT3 B0cTa 1.0 3.6
B0cTa B0tTa 1.0 3.6
B0cTa B0tTu 1.0 3.6
B0cTa B0tTg 1.0 3.6
B0cTa B0tTc 1.0 3.6
B0cTa B0tTt 1.0 3.6
B0cTa B0tT3 1.0 3.6
B0cTu B0cTu 1.0 3.6
B0cTg B0cTu 1.0 3.6
B0cTc B0cTu 1.0 3.6
B0cTt B0cTu 1.0 3.6
B0cT3 B0cTu 1.0 3.6
B0cTu B0tTa 1.0 3.6
B0cTu B0tTu 1.0 3.6
B0cTu B0tTg 1.0 3.6
B0cTu B0tTc 1.0 3.6
B0cTu B0tTt 1.0 3.6
B0cTu B0tT3 1.0 3.6
B0cTg B0cTg 1.0 3.6
B0cTc B0cTg 1.0 3.6
B0cTg B0cTt 1.0 3.6
B0cT3 B0cTg 1.0 3.6
B0cTg B0tTa 1.0 3.6
B0cTg B0tTu 1.0 3.6
B0cTg B0tTg 1.0 3.6
B0cTg B0tTc 1.0 3.6
B0cTg B0tTt 1.0 3.6
B0cTg B0tT3 1.0 3.6
B0cTc B0cTc 1.0 3.6
B0cTc B0cTt 1.0 3.6
B0cT3 B0cTc 1.0 3.6
B0cTc B0tTa 1.0 3.6
B0cTc B0tTu 1.0 3.6
B0cTc B0tTg 1.0 3.6
B0cTc B0tTc 1.0 3.6
B0cTc B0tTt 1.0 3.6
B0cTc B0tT3 1.0 3.6
B0cTt B0cTt 1.0 3.6
B0cT3 B0cTt 1.0 3.6
B0cTt B0tTa 1.0 3.6
B0cTt B0tTu 1.0 3.6
B0cTt B0tTg 1.0 3.6
B0cTt B0tTc 1.0 3.6
B0cTt B0tTt 1.0 3.6
B0cTt B0tT3 1.0 3.6
B0cT3 B0tTa 1.0 3.6
B0cT3 B0tTu 1.0 3.6
B0cT3 B0tTg 1.0 3.6
B0cT3 B0tTc 1.0 3.6
B0cT3 B0tTt 1.0 3.6
B0tTa B0tTa 1.0 3.6
B0tTa B0tTu 1.0 3.6
