#a1 a2 eps sig(A)
B0gUt B0uAc 1.00  6.00
#S0gU3 S0uAc 1.00 14.00
S0gU3 B0uAc 1.00 10.00
B0gU3 S0uAc 1.00 10.00
B0gU3 B0uAc 1.00  6.00
#S0cUa S0uAc 1.00 14.00
S0cUa B0uAc 1.00 10.00
B0cUa S0uAc 1.00 10.00
B0cUa B0uAc 1.00  6.00
#S0tUa S0uAc 1.00 14.00
S0tUa B0uAc 1.00 10.00
B0tUa S0uAc 1.00 10.00
B0tUa B0uAc 1.00  6.00
#S05Ua S0uAt 1.00 14.00
S05Ua B0uAt 1.00 10.00
B05Ua S0uAt 1.00 10.00
B05Ua B0uAt 1.00  6.00
#S0aUa S0uAt 2.00 14.00
S0aUa B0uAt 2.00 10.00
B0aUa S0uAt 2.00 10.00
B0aUa B0uAt 2.00  6.00
#S0aUu S0uAt 1.00 14.00
S0aUu B0uAt 1.00 10.00
B0aUu S0uAt 1.00 10.00
B0aUu B0uAt 1.00  6.00
#S0aUg S0uAt 1.00 14.00
S0aUg B0uAt 1.00 10.00
B0aUg S0uAt 1.00 10.00
B0aUg B0uAt 1.00  6.00
#S0aUc S0uAt 1.00 14.00
S0aUc B0uAt 1.00 10.00
B0aUc S0uAt 1.00 10.00
B0aUc B0uAt 1.00  6.00
#S0aUt S0uAt 1.00 14.00
S0aUt B0uAt 1.00 10.00
B0aUt S0uAt 1.00 10.00
B0aUt B0uAt 1.00  6.00
#S0aU3 S0uAt 1.00 14.00
S0aU3 B0uAt 1.00 10.00
B0aU3 S0uAt 1.00 10.00
B0aU3 B0uAt 1.00  6.00
#S0uAt S0uUa 1.00 14.00
S0uAt B0uUa 1.00 10.00
B0uAt S0uUa 1.00 10.00
B0uAt B0uUa 1.00  6.00
#S0gUa S0uAt 1.00 14.00
S0gUa B0uAt 1.00 10.00
B0gUa S0uAt 1.00 10.00
B0gUa B0uAt 1.00  6.00
#S0cUa S0uAt 1.00 14.00
S0cUa B0uAt 1.00 10.00
B0cUa S0uAt 1.00 10.00
B0cUa B0uAt 1.00  6.00
#S0tUa S0uAt 1.00 14.00
S0tUa B0uAt 1.00 10.00
B0tUa S0uAt 1.00 10.00
B0tUa B0uAt 1.00  6.00
#S05Ua S0uA3 1.00 14.00
S05Ua B0uA3 1.00 10.00
B05Ua S0uA3 1.00 10.00
B05Ua B0uA3 1.00  6.00
#S0aUa S0uA3 1.00 14.00
S0aUa B0uA3 1.00 10.00
B0aUa S0uA3 1.00 10.00
B0aUa B0uA3 1.00  6.00
#S0uA3 S0uUa 1.00 14.00
S0uA3 B0uUa 1.00 10.00
B0uA3 S0uUa 1.00 10.00
B0uA3 B0uUa 1.00  6.00
#S0gUa S0uA3 1.00 14.00
S0gUa B0uA3 1.00 10.00
B0gUa S0uA3 1.00 10.00
B0gUa B0uA3 1.00  6.00
#S0cUa S0uA3 1.00 14.00
S0cUa B0uA3 1.00 10.00
B0cUa S0uA3 1.00 10.00
B0cUa B0uA3 1.00  6.00
#S0tUa S0uA3 1.00 14.00
S0tUa B0uA3 1.00 10.00
B0tUa S0uA3 1.00 10.00
B0tUa B0uA3 1.00  6.00
#S05Uc S0gAa 1.00 14.00
S05Uc B0gAa 1.00 10.00
B05Uc S0gAa 1.00 10.00
B05Uc B0gAa 1.00  6.00
#S0aUc S0gAa 1.00 14.00
S0aUc B0gAa 1.00 10.00
B0aUc S0gAa 1.00 10.00
B0aUc B0gAa 1.00  6.00
#S0gAa S0uUa 1.00 14.00
S0gAa B0uUa 1.00 10.00
B0gAa S0uUa 1.00 10.00
B0gAa B0uUa 1.00  6.00
#S0gAa S0uUu 1.00 14.00
S0gAa B0uUu 1.00 10.00
B0gAa S0uUu 1.00 10.00
B0gAa B0uUu 1.00  6.00
#S0gAa S0uUg 1.00 14.00
S0gAa B0uUg 1.00 10.00
B0gAa S0uUg 1.00 10.00
B0gAa B0uUg 1.00  6.00
#S0gAa S0uUc 2.00 14.00
S0gAa B0uUc 2.00 10.00
B0gAa S0uUc 2.00 10.00
B0gAa B0uUc 2.00  6.00
#S0gAa S0uUt 1.00 14.00
S0gAa B0uUt 1.00 10.00
B0gAa S0uUt 1.00 10.00
B0gAa B0uUt 1.00  6.00
#S0gAa S0uU3 1.00 14.00
S0gAa B0uU3 1.00 10.00
B0gAa S0uU3 1.00 10.00
B0gAa B0uU3 1.00  6.00
#S0gAa S0gUc 1.00 14.00
S0gAa B0gUc 1.00 10.00
B0gAa S0gUc 1.00 10.00
B0gAa B0gUc 1.00  6.00
#S0cUc S0gAa 1.00 14.00
S0cUc B0gAa 1.00 10.00
B0cUc S0gAa 1.00 10.00
B0cUc B0gAa 1.00  6.00
#S0gAa S0tUa 1.00 14.00
S0gAa B0tUa 1.00 10.00
B0gAa S0tUa 1.00 10.00
B0gAa B0tUa 1.00  6.00
#S0gAa S0tUu 1.00 14.00
S0gAa B0tUu 1.00 10.00
B0gAa S0tUu 1.00 10.00
B0gAa B0tUu 1.00  6.00
#S0gAa S0tUg 1.00 14.00
S0gAa B0tUg 1.00 10.00
B0gAa S0tUg 1.00 10.00
B0gAa B0tUg 1.00  6.00
#S0gAa S0tUc 2.00 14.00
S0gAa B0tUc 2.00 10.00
B0gAa S0tUc 2.00 10.00
B0gAa B0tUc 2.00  6.00
#S0gAa S0tUt 1.00 14.00
S0gAa B0tUt 1.00 10.00
B0gAa S0tUt 1.00 10.00
B0gAa B0tUt 1.00  6.00
#S0gAa S0tU3 1.00 14.00
S0gAa B0tU3 1.00 10.00
B0gAa S0tU3 1.00 10.00
B0gAa B0tU3 1.00  6.00
#S05Uc S0gAu 1.00 14.00
S05Uc B0gAu 1.00 10.00
B05Uc S0gAu 1.00 10.00
B05Uc B0gAu 1.00  6.00
#S0aUa S0gAu 1.00 14.00
S0aUa B0gAu 1.00 10.00
B0aUa S0gAu 1.00 10.00
B0aUa B0gAu 1.00  6.00
#S0aUu S0gAu 1.00 14.00
S0aUu B0gAu 1.00 10.00
B0aUu S0gAu 1.00 10.00
B0aUu B0gAu 1.00  6.00
#S0aUg S0gAu 1.00 14.00
S0aUg B0gAu 1.00 10.00
B0aUg S0gAu 1.00 10.00
B0aUg B0gAu 1.00  6.00
#S0aUc S0gAu 2.00 14.00
S0aUc B0gAu 2.00 10.00
B0aUc S0gAu 2.00 10.00
B0aUc B0gAu 2.00  6.00
#S0aUt S0gAu 1.00 14.00
S0aUt B0gAu 1.00 10.00
B0aUt S0gAu 1.00 10.00
B0aUt B0gAu 1.00  6.00
#S0aU3 S0gAu 1.00 14.00
S0aU3 B0gAu 1.00 10.00
B0aU3 S0gAu 1.00 10.00
B0aU3 B0gAu 1.00  6.00
#S0gAu S0uUc 1.00 14.00
S0gAu B0uUc 1.00 10.00
B0gAu S0uUc 1.00 10.00
B0gAu B0uUc 1.00  6.00
#S0gAu S0gUc 1.00 14.00
S0gAu B0gUc 1.00 10.00
B0gAu S0gUc 1.00 10.00
B0gAu B0gUc 1.00  6.00
#S0cUc S0gAu 1.00 14.00
S0cUc B0gAu 1.00 10.00
B0cUc S0gAu 1.00 10.00
B0cUc B0gAu 1.00  6.00
#S0gAu S0tUc 1.00 14.00
S0gAu B0tUc 1.00 10.00
B0gAu S0tUc 1.00 10.00
B0gAu B0tUc 1.00  6.00
#S05Uc S0gAg 1.00 14.00
S05Uc B0gAg 1.00 10.00
B05Uc S0gAg 1.00 10.00
B05Uc B0gAg 1.00  6.00
#S0aUc S0gAg 1.00 14.00
S0aUc B0gAg 1.00 10.00
B0aUc S0gAg 1.00 10.00
B0aUc B0gAg 1.00  6.00
#S0gAg S0uUc 1.00 14.00
S0gAg B0uUc 1.00 10.00
B0gAg S0uUc 1.00 10.00
B0gAg B0uUc 1.00  6.00
#S0gAg S0gUc 1.00 14.00
S0gAg B0gUc 1.00 10.00
B0gAg S0gUc 1.00 10.00
B0gAg B0gUc 1.00  6.00
#S0cUa S0gAg 1.00 14.00
S0cUa B0gAg 1.00 10.00
B0cUa S0gAg 1.00 10.00
B0cUa B0gAg 1.00  6.00
#S0cUu S0gAg 1.00 14.00
S0cUu B0gAg 1.00 10.00
B0cUu S0gAg 1.00 10.00
B0cUu B0gAg 1.00  6.00
#S0cUg S0gAg 1.00 14.00
S0cUg B0gAg 1.00 10.00
B0cUg S0gAg 1.00 10.00
B0cUg B0gAg 1.00  6.00
#S0cUc S0gAg 2.00 14.00
S0cUc B0gAg 2.00 10.00
B0cUc S0gAg 2.00 10.00
B0cUc B0gAg 2.00  6.00
#S0cUt S0gAg 1.00 14.00
S0cUt B0gAg 1.00 10.00
B0cUt S0gAg 1.00 10.00
B0cUt B0gAg 1.00  6.00
#S0cU3 S0gAg 1.00 14.00
S0cU3 B0gAg 1.00 10.00
B0cU3 S0gAg 1.00 10.00
B0cU3 B0gAg 1.00  6.00
#S0gAg S0tUc 1.00 14.00
S0gAg B0tUc 1.00 10.00
B0gAg S0tUc 1.00 10.00
B0gAg B0tUc 1.00  6.00
#S05Uc S0gAc 1.00 14.00
S05Uc B0gAc 1.00 10.00
B05Uc S0gAc 1.00 10.00
B05Uc B0gAc 1.00  6.00
#S0aUc S0gAc 1.00 14.00
S0aUc B0gAc 1.00 10.00
B0aUc S0gAc 1.00 10.00
B0aUc B0gAc 1.00  6.00
#S0gAc S0uUc 1.00 14.00
S0gAc B0uUc 1.00 10.00
B0gAc S0uUc 1.00 10.00
B0gAc B0uUc 1.00  6.00
#S0gAc S0gUa 1.00 14.00
S0gAc B0gUa 1.00 10.00
B0gAc S0gUa 1.00 10.00
B0gAc B0gUa 1.00  6.00
#S0gAc S0gUu 1.00 14.00
S0gAc B0gUu 1.00 10.00
B0gAc S0gUu 1.00 10.00
B0gAc B0gUu 1.00  6.00
#S0gAc S0gUg 1.00 14.00
S0gAc B0gUg 1.00 10.00
B0gAc S0gUg 1.00 10.00
B0gAc B0gUg 1.00  6.00
#S0gAc S0gUc 2.00 14.00
S0gAc B0gUc 2.00 10.00
B0gAc S0gUc 2.00 10.00
B0gAc B0gUc 2.00  6.00
#S0gAc S0gUt 1.00 14.00
S0gAc B0gUt 1.00 10.00
B0gAc S0gUt 1.00 10.00
B0gAc B0gUt 1.00  6.00
#S0gAc S0gU3 1.00 14.00
S0gAc B0gU3 1.00 10.00
B0gAc S0gU3 1.00 10.00
B0gAc B0gU3 1.00  6.00
#S0cUc S0gAc 1.00 14.00
S0cUc B0gAc 1.00 10.00
B0cUc S0gAc 1.00 10.00
B0cUc B0gAc 1.00  6.00
#S0gAc S0tUc 1.00 14.00
S0gAc B0tUc 1.00 10.00
B0gAc S0tUc 1.00 10.00
B0gAc B0tUc 1.00  6.00
#S05Uc S0gAt 1.00 14.00
S05Uc B0gAt 1.00 10.00
B05Uc S0gAt 1.00 10.00
B05Uc B0gAt 1.00  6.00
#S0aUa S0gAt 1.00 14.00
S0aUa B0gAt 1.00 10.00
B0aUa S0gAt 1.00 10.00
B0aUa B0gAt 1.00  6.00
#S0aUu S0gAt 1.00 14.00
S0aUu B0gAt 1.00 10.00
B0aUu S0gAt 1.00 10.00
B0aUu B0gAt 1.00  6.00
#S0aUg S0gAt 1.00 14.00
S0aUg B0gAt 1.00 10.00
B0aUg S0gAt 1.00 10.00
B0aUg B0gAt 1.00  6.00
#S0aUc S0gAt 2.00 14.00
S0aUc B0gAt 2.00 10.00
B0aUc S0gAt 2.00 10.00
B0aUc B0gAt 2.00  6.00
#S0aUt S0gAt 1.00 14.00
S0aUt B0gAt 1.00 10.00
B0aUt S0gAt 1.00 10.00
B0aUt B0gAt 1.00  6.00
#S0aU3 S0gAt 1.00 14.00
S0aU3 B0gAt 1.00 10.00
B0aU3 S0gAt 1.00 10.00
B0aU3 B0gAt 1.00  6.00
#S0gAt S0uUc 1.00 14.00
S0gAt B0uUc 1.00 10.00
B0gAt S0uUc 1.00 10.00
B0gAt B0uUc 1.00  6.00
#S0gAt S0gUc 1.00 14.00
S0gAt B0gUc 1.00 10.00
B0gAt S0gUc 1.00 10.00
B0gAt B0gUc 1.00  6.00
#S0cUc S0gAt 1.00 14.00
S0cUc B0gAt 1.00 10.00
B0cUc S0gAt 1.00 10.00
B0cUc B0gAt 1.00  6.00
#S0gAt S0tUc 1.00 14.00
S0gAt B0tUc 1.00 10.00
B0gAt S0tUc 1.00 10.00
B0gAt B0tUc 1.00  6.00
#S05Uc S0gA3 1.00 14.00
S05Uc B0gA3 1.00 10.00
B05Uc S0gA3 1.00 10.00
B05Uc B0gA3 1.00  6.00
#S0aUc S0gA3 1.00 14.00
S0aUc B0gA3 1.00 10.00
B0aUc S0gA3 1.00 10.00
B0aUc B0gA3 1.00  6.00
#S0gA3 S0uUc 1.00 14.00
S0gA3 B0uUc 1.00 10.00
B0gA3 S0uUc 1.00 10.00
B0gA3 B0uUc 1.00  6.00
#S0gA3 S0gUc 1.00 14.00
S0gA3 B0gUc 1.00 10.00
B0gA3 S0gUc 1.00 10.00
B0gA3 B0gUc 1.00  6.00
#S0cUc S0gA3 1.00 14.00
S0cUc B0gA3 1.00 10.00
B0cUc S0gA3 1.00 10.00
B0cUc B0gA3 1.00  6.00
#S0gA3 S0tUc 1.00 14.00
S0gA3 B0tUc 1.00 10.00
B0gA3 S0tUc 1.00 10.00
B0gA3 B0tUc 1.00  6.00
#S05Ug S0cAa 1.00 14.00
S05Ug B0cAa 1.00 10.00
B05Ug S0cAa 1.00 10.00
B05Ug B0cAa 1.00  6.00
#S0aUg S0cAa 1.00 14.00
S0aUg B0cAa 1.00 10.00
B0aUg S0cAa 1.00 10.00
B0aUg B0cAa 1.00  6.00
#S0cAa S0uUa 1.00 14.00
S0cAa B0uUa 1.00 10.00
B0cAa S0uUa 1.00 10.00
B0cAa B0uUa 1.00  6.00
#S0cAa S0uUu 1.00 14.00
S0cAa B0uUu 1.00 10.00
B0cAa S0uUu 1.00 10.00
B0cAa B0uUu 1.00  6.00
#S0cAa S0uUg 2.00 14.00
S0cAa B0uUg 2.00 10.00
B0cAa S0uUg 2.00 10.00
B0cAa B0uUg 2.00  6.00
#S0cAa S0uUc 1.00 14.00
S0cAa B0uUc 1.00 10.00
B0cAa S0uUc 1.00 10.00
B0cAa B0uUc 1.00  6.00
#S0cAa S0uUt 1.00 14.00
S0cAa B0uUt 1.00 10.00
B0cAa S0uUt 1.00 10.00
B0cAa B0uUt 1.00  6.00
#S0cAa S0uU3 1.00 14.00
S0cAa B0uU3 1.00 10.00
B0cAa S0uU3 1.00 10.00
B0cAa B0uU3 1.00  6.00
#S0cAa S0gUg 1.00 14.00
S0cAa B0gUg 1.00 10.00
B0cAa S0gUg 1.00 10.00
B0cAa B0gUg 1.00  6.00
#S0cAa S0cUg 1.00 14.00
S0cAa B0cUg 1.00 10.00
B0cAa S0cUg 1.00 10.00
B0cAa B0cUg 1.00  6.00
#S0cAa S0tUa 1.00 14.00
S0cAa B0tUa 1.00 10.00
B0cAa S0tUa 1.00 10.00
B0cAa B0tUa 1.00  6.00
#S0cAa S0tUu 1.00 14.00
S0cAa B0tUu 1.00 10.00
B0cAa S0tUu 1.00 10.00
B0cAa B0tUu 1.00  6.00
#S0cAa S0tUg 2.00 14.00
S0cAa B0tUg 2.00 10.00
B0cAa S0tUg 2.00 10.00
B0cAa B0tUg 2.00  6.00
#S0cAa S0tUc 1.00 14.00
S0cAa B0tUc 1.00 10.00
B0cAa S0tUc 1.00 10.00
B0cAa B0tUc 1.00  6.00
#S0cAa S0tUt 1.00 14.00
S0cAa B0tUt 1.00 10.00
B0cAa S0tUt 1.00 10.00
B0cAa B0tUt 1.00  6.00
#S0cAa S0tU3 1.00 14.00
S0cAa B0tU3 1.00 10.00
B0cAa S0tU3 1.00 10.00
B0cAa B0tU3 1.00  6.00
#S05Ug S0cAu 1.00 14.00
S05Ug B0cAu 1.00 10.00
B05Ug S0cAu 1.00 10.00
B05Ug B0cAu 1.00  6.00
#S0aUa S0cAu 1.00 14.00
S0aUa B0cAu 1.00 10.00
B0aUa S0cAu 1.00 10.00
B0aUa B0cAu 1.00  6.00
#S0aUu S0cAu 1.00 14.00
S0aUu B0cAu 1.00 10.00
B0aUu S0cAu 1.00 10.00
B0aUu B0cAu 1.00  6.00
#S0aUg S0cAu 2.00 14.00
S0aUg B0cAu 2.00 10.00
B0aUg S0cAu 2.00 10.00
B0aUg B0cAu 2.00  6.00
#S0aUc S0cAu 1.00 14.00
S0aUc B0cAu 1.00 10.00
B0aUc S0cAu 1.00 10.00
B0aUc B0cAu 1.00  6.00
#S0aUt S0cAu 1.00 14.00
S0aUt B0cAu 1.00 10.00
B0aUt S0cAu 1.00 10.00
B0aUt B0cAu 1.00  6.00
#S0aU3 S0cAu 1.00 14.00
S0aU3 B0cAu 1.00 10.00
B0aU3 S0cAu 1.00 10.00
B0aU3 B0cAu 1.00  6.00
#S0cAu S0uUg 1.00 14.00
S0cAu B0uUg 1.00 10.00
B0cAu S0uUg 1.00 10.00
B0cAu B0uUg 1.00  6.00
#S0cAu S0gUg 1.00 14.00
S0cAu B0gUg 1.00 10.00
B0cAu S0gUg 1.00 10.00
B0cAu B0gUg 1.00  6.00
#S0cAu S0cUg 1.00 14.00
S0cAu B0cUg 1.00 10.00
B0cAu S0cUg 1.00 10.00
B0cAu B0cUg 1.00  6.00
#S0cAu S0tUg 1.00 14.00
S0cAu B0tUg 1.00 10.00
B0cAu S0tUg 1.00 10.00
B0cAu B0tUg 1.00  6.00
#S05Ug S0cAg 1.00 14.00
S05Ug B0cAg 1.00 10.00
B05Ug S0cAg 1.00 10.00
B05Ug B0cAg 1.00  6.00
#S0aUg S0cAg 1.00 14.00
S0aUg B0cAg 1.00 10.00
B0aUg S0cAg 1.00 10.00
B0aUg B0cAg 1.00  6.00
#S0cAg S0uUg 1.00 14.00
S0cAg B0uUg 1.00 10.00
B0cAg S0uUg 1.00 10.00
B0cAg B0uUg 1.00  6.00
#S0cAg S0gUg 1.00 14.00
S0cAg B0gUg 1.00 10.00
B0cAg S0gUg 1.00 10.00
B0cAg B0gUg 1.00  6.00
#S0cAg S0cUa 1.00 14.00
S0cAg B0cUa 1.00 10.00
B0cAg S0cUa 1.00 10.00
B0cAg B0cUa 1.00  6.00
#S0cAg S0cUu 1.00 14.00
S0cAg B0cUu 1.00 10.00
B0cAg S0cUu 1.00 10.00
B0cAg B0cUu 1.00  6.00
#S0cAg S0cUg 2.00 14.00
S0cAg B0cUg 2.00 10.00
B0cAg S0cUg 2.00 10.00
B0cAg B0cUg 2.00  6.00
#S0cAg S0cUc 1.00 14.00
S0cAg B0cUc 1.00 10.00
B0cAg S0cUc 1.00 10.00
B0cAg B0cUc 1.00  6.00
#S0cAg S0cUt 1.00 14.00
S0cAg B0cUt 1.00 10.00
B0cAg S0cUt 1.00 10.00
B0cAg B0cUt 1.00  6.00
#S0cAg S0cU3 1.00 14.00
S0cAg B0cU3 1.00 10.00
B0cAg S0cU3 1.00 10.00
B0cAg B0cU3 1.00  6.00
#S0cAg S0tUg 1.00 14.00
S0cAg B0tUg 1.00 10.00
B0cAg S0tUg 1.00 10.00
B0cAg B0tUg 1.00  6.00
#S05Ug S0cAc 1.00 14.00
S05Ug B0cAc 1.00 10.00
B05Ug S0cAc 1.00 10.00
B05Ug B0cAc 1.00  6.00
#S0aUg S0cAc 1.00 14.00
S0aUg B0cAc 1.00 10.00
B0aUg S0cAc 1.00 10.00
B0aUg B0cAc 1.00  6.00
#S0cAc S0uUg 1.00 14.00
S0cAc B0uUg 1.00 10.00
B0cAc S0uUg 1.00 10.00
B0cAc B0uUg 1.00  6.00
#S0cAc S0gUa 1.00 14.00
S0cAc B0gUa 1.00 10.00
B0cAc S0gUa 1.00 10.00
B0cAc B0gUa 1.00  6.00
#S0cAc S0gUu 1.00 14.00
S0cAc B0gUu 1.00 10.00
B0cAc S0gUu 1.00 10.00
B0cAc B0gUu 1.00  6.00
#S0cAc S0gUg 2.00 14.00
S0cAc B0gUg 2.00 10.00
B0cAc S0gUg 2.00 10.00
B0cAc B0gUg 2.00  6.00
#S0cAc S0gUc 1.00 14.00
S0cAc B0gUc 1.00 10.00
B0cAc S0gUc 1.00 10.00
B0cAc B0gUc 1.00  6.00
#S0cAc S0gUt 1.00 14.00
S0cAc B0gUt 1.00 10.00
B0cAc S0gUt 1.00 10.00
B0cAc B0gUt 1.00  6.00
#S0cAc S0gU3 1.00 14.00
S0cAc B0gU3 1.00 10.00
B0cAc S0gU3 1.00 10.00
B0cAc B0gU3 1.00  6.00
#S0cAc S0cUg 1.00 14.00
S0cAc B0cUg 1.00 10.00
B0cAc S0cUg 1.00 10.00
B0cAc B0cUg 1.00  6.00
#S0cAc S0tUg 1.00 14.00
S0cAc B0tUg 1.00 10.00
B0cAc S0tUg 1.00 10.00
B0cAc B0tUg 1.00  6.00
#S05Ug S0cAt 1.00 14.00
S05Ug B0cAt 1.00 10.00
B05Ug S0cAt 1.00 10.00
B05Ug B0cAt 1.00  6.00
#S0aUa S0cAt 1.00 14.00
S0aUa B0cAt 1.00 10.00
B0aUa S0cAt 1.00 10.00
B0aUa B0cAt 1.00  6.00
#S0aUu S0cAt 1.00 14.00
S0aUu B0cAt 1.00 10.00
B0aUu S0cAt 1.00 10.00
B0aUu B0cAt 1.00  6.00
#S0aUg S0cAt 2.00 14.00
S0aUg B0cAt 2.00 10.00
B0aUg S0cAt 2.00 10.00
B0aUg B0cAt 2.00  6.00
#S0aUc S0cAt 1.00 14.00
S0aUc B0cAt 1.00 10.00
B0aUc S0cAt 1.00 10.00
B0aUc B0cAt 1.00  6.00
#S0aUt S0cAt 1.00 14.00
S0aUt B0cAt 1.00 10.00
B0aUt S0cAt 1.00 10.00
B0aUt B0cAt 1.00  6.00
#S0aU3 S0cAt 1.00 14.00
S0aU3 B0cAt 1.00 10.00
B0aU3 S0cAt 1.00 10.00
B0aU3 B0cAt 1.00  6.00
#S0cAt S0uUg 1.00 14.00
S0cAt B0uUg 1.00 10.00
B0cAt S0uUg 1.00 10.00
B0cAt B0uUg 1.00  6.00
#S0cAt S0gUg 1.00 14.00
S0cAt B0gUg 1.00 10.00
B0cAt S0gUg 1.00 10.00
B0cAt B0gUg 1.00  6.00
#S0cAt S0cUg 1.00 14.00
S0cAt B0cUg 1.00 10.00
B0cAt S0cUg 1.00 10.00
B0cAt B0cUg 1.00  6.00
#S0cAt S0tUg 1.00 14.00
S0cAt B0tUg 1.00 10.00
B0cAt S0tUg 1.00 10.00
B0cAt B0tUg 1.00  6.00
#S05Ug S0cA3 1.00 14.00
S05Ug B0cA3 1.00 10.00
B05Ug S0cA3 1.00 10.00
B05Ug B0cA3 1.00  6.00
#S0aUg S0cA3 1.00 14.00
S0aUg B0cA3 1.00 10.00
B0aUg S0cA3 1.00 10.00
B0aUg B0cA3 1.00  6.00
#S0cA3 S0uUg 1.00 14.00
S0cA3 B0uUg 1.00 10.00
B0cA3 S0uUg 1.00 10.00
B0cA3 B0uUg 1.00  6.00
#S0cA3 S0gUg 1.00 14.00
S0cA3 B0gUg 1.00 10.00
B0cA3 S0gUg 1.00 10.00
B0cA3 B0gUg 1.00  6.00
#S0cA3 S0cUg 1.00 14.00
S0cA3 B0cUg 1.00 10.00
B0cA3 S0cUg 1.00 10.00
B0cA3 B0cUg 1.00  6.00
#S0cA3 S0tUg 1.00 14.00
S0cA3 B0tUg 1.00 10.00
B0cA3 S0tUg 1.00 10.00
B0cA3 B0tUg 1.00  6.00
#S05Ua S0tAa 1.00 14.00
S05Ua B0tAa 1.00 10.00
B05Ua S0tAa 1.00 10.00
B05Ua B0tAa 1.00  6.00
#S0aUa S0tAa 1.00 14.00
S0aUa B0tAa 1.00 10.00
B0aUa S0tAa 1.00 10.00
B0aUa B0tAa 1.00  6.00
#S0tAa S0uUa 2.00 14.00
S0tAa B0uUa 2.00 10.00
B0tAa S0uUa 2.00 10.00
B0tAa B0uUa 2.00  6.00
#S0tAa S0uUu 1.00 14.00
S0tAa B0uUu 1.00 10.00
B0tAa S0uUu 1.00 10.00
B0tAa B0uUu 1.00  6.00
#S0tAa S0uUg 1.00 14.00
S0tAa B0uUg 1.00 10.00
B0tAa S0uUg 1.00 10.00
B0tAa B0uUg 1.00  6.00
#S0tAa S0uUc 1.00 14.00
S0tAa B0uUc 1.00 10.00
B0tAa S0uUc 1.00 10.00
B0tAa B0uUc 1.00  6.00
#S0tAa S0uUt 1.00 14.00
S0tAa B0uUt 1.00 10.00
B0tAa S0uUt 1.00 10.00
B0tAa B0uUt 1.00  6.00
#S0tAa S0uU3 1.00 14.00
S0tAa B0uU3 1.00 10.00
B0tAa S0uU3 1.00 10.00
B0tAa B0uU3 1.00  6.00
#S0gUa S0tAa 1.00 14.00
S0gUa B0tAa 1.00 10.00
B0gUa S0tAa 1.00 10.00
B0gUa B0tAa 1.00  6.00
#S0cUa S0tAa 1.00 14.00
S0cUa B0tAa 1.00 10.00
B0cUa S0tAa 1.00 10.00
B0cUa B0tAa 1.00  6.00
#S0tAa S0tUa 2.00 14.00
S0tAa B0tUa 2.00 10.00
B0tAa S0tUa 2.00 10.00
B0tAa B0tUa 2.00  6.00
#S0tAa S0tUu 1.00 14.00
S0tAa B0tUu 1.00 10.00
B0tAa S0tUu 1.00 10.00
B0tAa B0tUu 1.00  6.00
#S0tAa S0tUg 1.00 14.00
S0tAa B0tUg 1.00 10.00
B0tAa S0tUg 1.00 10.00
B0tAa B0tUg 1.00  6.00
#S0tAa S0tUc 1.00 14.00
S0tAa B0tUc 1.00 10.00
B0tAa S0tUc 1.00 10.00
B0tAa B0tUc 1.00  6.00
#S0tAa S0tUt 1.00 14.00
S0tAa B0tUt 1.00 10.00
B0tAa S0tUt 1.00 10.00
B0tAa B0tUt 1.00  6.00
#S0tAa S0tU3 1.00 14.00
S0tAa B0tU3 1.00 10.00
B0tAa S0tU3 1.00 10.00
B0tAa B0tU3 1.00  6.00
#S05Ua S0tAu 1.00 14.00
S05Ua B0tAu 1.00 10.00
B05Ua S0tAu 1.00 10.00
B05Ua B0tAu 1.00  6.00
#S0aUa S0tAu 2.00 14.00
S0aUa B0tAu 2.00 10.00
B0aUa S0tAu 2.00 10.00
B0aUa B0tAu 2.00  6.00
#S0aUu S0tAu 1.00 14.00
S0aUu B0tAu 1.00 10.00
B0aUu S0tAu 1.00 10.00
B0aUu B0tAu 1.00  6.00
#S0aUg S0tAu 1.00 14.00
S0aUg B0tAu 1.00 10.00
B0aUg S0tAu 1.00 10.00
B0aUg B0tAu 1.00  6.00
#S0aUc S0tAu 1.00 14.00
S0aUc B0tAu 1.00 10.00
B0aUc S0tAu 1.00 10.00
B0aUc B0tAu 1.00  6.00
#S0aUt S0tAu 1.00 14.00
S0aUt B0tAu 1.00 10.00
B0aUt S0tAu 1.00 10.00
B0aUt B0tAu 1.00  6.00
#S0aU3 S0tAu 1.00 14.00
S0aU3 B0tAu 1.00 10.00
B0aU3 S0tAu 1.00 10.00
B0aU3 B0tAu 1.00  6.00
#S0tAu S0uUa 1.00 14.00
S0tAu B0uUa 1.00 10.00
B0tAu S0uUa 1.00 10.00
B0tAu B0uUa 1.00  6.00
#S0gUa S0tAu 1.00 14.00
S0gUa B0tAu 1.00 10.00
B0gUa S0tAu 1.00 10.00
B0gUa B0tAu 1.00  6.00
#S0cUa S0tAu 1.00 14.00
S0cUa B0tAu 1.00 10.00
B0cUa S0tAu 1.00 10.00
B0cUa B0tAu 1.00  6.00
#S0tAu S0tUa 1.00 14.00
S0tAu B0tUa 1.00 10.00
B0tAu S0tUa 1.00 10.00
B0tAu B0tUa 1.00  6.00
#S05Ua S0tAg 1.00 14.00
S05Ua B0tAg 1.00 10.00
B05Ua S0tAg 1.00 10.00
B05Ua B0tAg 1.00  6.00
#S0aUa S0tAg 1.00 14.00
S0aUa B0tAg 1.00 10.00
