#a1 a2 eps sig(A)
B0aUa S0tAg 1.00 10.00
B0aUa B0tAg 1.00  6.00
#S0tAg S0uUa 1.00 14.00
S0tAg B0uUa 1.00 10.00
B0tAg S0uUa 1.00 10.00
B0tAg B0uUa 1.00  6.00
#S0gUa S0tAg 1.00 14.00
S0gUa B0tAg 1.00 10.00
B0gUa S0tAg 1.00 10.00
B0gUa B0tAg 1.00  6.00
#S0cUa S0tAg 2.00 14.00
S0cUa B0tAg 2.00 10.00
B0cUa S0tAg 2.00 10.00
B0cUa B0tAg 2.00  6.00
#S0cUu S0tAg 1.00 14.00
S0cUu B0tAg 1.00 10.00
B0cUu S0tAg 1.00 10.00
B0cUu B0tAg 1.00  6.00
#S0cUg S0tAg 1.00 14.00
S0cUg B0tAg 1.00 10.00
B0cUg S0tAg 1.00 10.00
B0cUg B0tAg 1.00  6.00
#S0cUc S0tAg 1.00 14.00
S0cUc B0tAg 1.00 10.00
B0cUc S0tAg 1.00 10.00
B0cUc B0tAg 1.00  6.00
#S0cUt S0tAg 1.00 14.00
S0cUt B0tAg 1.00 10.00
B0cUt S0tAg 1.00 10.00
B0cUt B0tAg 1.00  6.00
#S0cU3 S0tAg 1.00 14.00
S0cU3 B0tAg 1.00 10.00
B0cU3 S0tAg 1.00 10.00
B0cU3 B0tAg 1.00  6.00
#S0tAg S0tUa 1.00 14.00
S0tAg B0tUa 1.00 10.00
B0tAg S0tUa 1.00 10.00
B0tAg B0tUa 1.00  6.00
#S05Ua S0tAc 1.00 14.00
S05Ua B0tAc 1.00 10.00
B05Ua S0tAc 1.00 10.00
B05Ua B0tAc 1.00  6.00
#S0aUa S0tAc 1.00 14.00
S0aUa B0tAc 1.00 10.00
B0aUa S0tAc 1.00 10.00
B0aUa B0tAc 1.00  6.00
#S0tAc S0uUa 1.00 14.00
S0tAc B0uUa 1.00 10.00
B0tAc S0uUa 1.00 10.00
B0tAc B0uUa 1.00  6.00
#S0gUa S0tAc 2.00 14.00
S0gUa B0tAc 2.00 10.00
B0gUa S0tAc 2.00 10.00
B0gUa B0tAc 2.00  6.00
#S0gUu S0tAc 1.00 14.00
S0gUu B0tAc 1.00 10.00
B0gUu S0tAc 1.00 10.00
B0gUu B0tAc 1.00  6.00
#S0gUg S0tAc 1.00 14.00
S0gUg B0tAc 1.00 10.00
B0gUg S0tAc 1.00 10.00
B0gUg B0tAc 1.00  6.00
#S0gUc S0tAc 1.00 14.00
S0gUc B0tAc 1.00 10.00
B0gUc S0tAc 1.00 10.00
B0gUc B0tAc 1.00  6.00
#S0gUt S0tAc 1.00 14.00
S0gUt B0tAc 1.00 10.00
B0gUt S0tAc 1.00 10.00
B0gUt B0tAc 1.00  6.00
#S0gU3 S0tAc 1.00 14.00
S0gU3 B0tAc 1.00 10.00
B0gU3 S0tAc 1.00 10.00
B0gU3 B0tAc 1.00  6.00
#S0cUa S0tAc 1.00 14.00
S0cUa B0tAc 1.00 10.00
B0cUa S0tAc 1.00 10.00
B0cUa B0tAc 1.00  6.00
#S0tAc S0tUa 1.00 14.00
S0tAc B0tUa 1.00 10.00
B0tAc S0tUa 1.00 10.00
B0tAc B0tUa 1.00  6.00
#S05Ua S0tAt 1.00 14.00
S05Ua B0tAt 1.00 10.00
B05Ua S0tAt 1.00 10.00
B05Ua B0tAt 1.00  6.00
#S0aUa S0tAt 2.00 14.00
S0aUa B0tAt 2.00 10.00
B0aUa S0tAt 2.00 10.00
B0aUa B0tAt 2.00  6.00
#S0aUu S0tAt 1.00 14.00
S0aUu B0tAt 1.00 10.00
B0aUu S0tAt 1.00 10.00
B0aUu B0tAt 1.00  6.00
#S0aUg S0tAt 1.00 14.00
S0aUg B0tAt 1.00 10.00
B0aUg S0tAt 1.00 10.00
B0aUg B0tAt 1.00  6.00
#S0aUc S0tAt 1.00 14.00
S0aUc B0tAt 1.00 10.00
B0aUc S0tAt 1.00 10.00
B0aUc B0tAt 1.00  6.00
#S0aUt S0tAt 1.00 14.00
S0aUt B0tAt 1.00 10.00
B0aUt S0tAt 1.00 10.00
B0aUt B0tAt 1.00  6.00
#S0aU3 S0tAt 1.00 14.00
S0aU3 B0tAt 1.00 10.00
B0aU3 S0tAt 1.00 10.00
B0aU3 B0tAt 1.00  6.00
#S0tAt S0uUa 1.00 14.00
S0tAt B0uUa 1.00 10.00
B0tAt S0uUa 1.00 10.00
B0tAt B0uUa 1.00  6.00
#S0gUa S0tAt 1.00 14.00
S0gUa B0tAt 1.00 10.00
B0gUa S0tAt 1.00 10.00
B0gUa B0tAt 1.00  6.00
#S0cUa S0tAt 1.00 14.00
S0cUa B0tAt 1.00 10.00
B0cUa S0tAt 1.00 10.00
B0cUa B0tAt 1.00  6.00
#S0tAt S0tUa 1.00 14.00
S0tAt B0tUa 1.00 10.00
B0tAt S0tUa 1.00 10.00
B0tAt B0tUa 1.00  6.00
#S05Ua S0tA3 1.00 14.00
S05Ua B0tA3 1.00 10.00
B05Ua S0tA3 1.00 10.00
B05Ua B0tA3 1.00  6.00
#S0aUa S0tA3 1.00 14.00
S0aUa B0tA3 1.00 10.00
B0aUa S0tA3 1.00 10.00
B0aUa B0tA3 1.00  6.00
#S0tA3 S0uUa 1.00 14.00
S0tA3 B0uUa 1.00 10.00
B0tA3 S0uUa 1.00 10.00
B0tA3 B0uUa 1.00  6.00
#S0gUa S0tA3 1.00 14.00
S0gUa B0tA3 1.00 10.00
B0gUa S0tA3 1.00 10.00
B0gUa B0tA3 1.00  6.00
#S0cUa S0tA3 1.00 14.00
S0cUa B0tA3 1.00 10.00
B0cUa S0tA3 1.00 10.00
B0cUa B0tA3 1.00  6.00
#S0tA3 S0tUa 1.00 14.00
S0tA3 B0tUa 1.00 10.00
B0tA3 S0tUa 1.00 10.00
B0tA3 B0tUa 1.00  6.00
#S05Aa S0uTa 1.00 14.00
S05Aa B0uTa 1.00 10.00
B05Aa S0uTa 1.00 10.00
B05Aa B0uTa 1.00  6.00
#S05Aa S0uTu 1.00 14.00
S05Aa B0uTu 1.00 10.00
B05Aa S0uTu 1.00 10.00
B05Aa B0uTu 1.00  6.00
#S05Aa S0uTg 1.00 14.00
S05Aa B0uTg 1.00 10.00
B05Aa S0uTg 1.00 10.00
B05Aa B0uTg 1.00  6.00
#S05Aa S0uTc 1.00 14.00
S05Aa B0uTc 1.00 10.00
B05Aa S0uTc 1.00 10.00
B05Aa B0uTc 1.00  6.00
#S05Aa S0uTt 1.00 14.00
S05Aa B0uTt 1.00 10.00
B05Aa S0uTt 1.00 10.00
B05Aa B0uTt 1.00  6.00
#S05Aa S0uT3 1.00 14.00
S05Aa B0uT3 1.00 10.00
B05Aa S0uT3 1.00 10.00
B05Aa B0uT3 1.00  6.00
#S05Aa S0tTa 1.00 14.00
S05Aa B0tTa 1.00 10.00
B05Aa S0tTa 1.00 10.00
B05Aa B0tTa 1.00  6.00
#S05Aa S0tTu 1.00 14.00
S05Aa B0tTu 1.00 10.00
B05Aa S0tTu 1.00 10.00
B05Aa B0tTu 1.00  6.00
#S05Aa S0tTg 1.00 14.00
S05Aa B0tTg 1.00 10.00
B05Aa S0tTg 1.00 10.00
B05Aa B0tTg 1.00  6.00
#S05Aa S0tTc 1.00 14.00
S05Aa B0tTc 1.00 10.00
B05Aa S0tTc 1.00 10.00
B05Aa B0tTc 1.00  6.00
#S05Aa S0tTt 1.00 14.00
S05Aa B0tTt 1.00 10.00
B05Aa S0tTt 1.00 10.00
B05Aa B0tTt 1.00  6.00
#S05Aa S0tT3 1.00 14.00
S05Aa B0tT3 1.00 10.00
B05Aa S0tT3 1.00 10.00
B05Aa B0tT3 1.00  6.00
#S05Au S0aTa 1.00 14.00
S05Au B0aTa 1.00 10.00
B05Au S0aTa 1.00 10.00
B05Au B0aTa 1.00  6.00
#S05Au S0aTu 1.00 14.00
S05Au B0aTu 1.00 10.00
B05Au S0aTu 1.00 10.00
B05Au B0aTu 1.00  6.00
#S05Au S0aTg 1.00 14.00
S05Au B0aTg 1.00 10.00
B05Au S0aTg 1.00 10.00
B05Au B0aTg 1.00  6.00
#S05Au S0aTc 1.00 14.00
S05Au B0aTc 1.00 10.00
B05Au S0aTc 1.00 10.00
B05Au B0aTc 1.00  6.00
#S05Au S0aTt 1.00 14.00
S05Au B0aTt 1.00 10.00
B05Au S0aTt 1.00 10.00
B05Au B0aTt 1.00  6.00
#S05Au S0aT3 1.00 14.00
S05Au B0aT3 1.00 10.00
B05Au S0aT3 1.00 10.00
B05Au B0aT3 1.00  6.00
#S05Ag S0cTa 1.00 14.00
S05Ag B0cTa 1.00 10.00
B05Ag S0cTa 1.00 10.00
B05Ag B0cTa 1.00  6.00
#S05Ag S0cTu 1.00 14.00
S05Ag B0cTu 1.00 10.00
B05Ag S0cTu 1.00 10.00
B05Ag B0cTu 1.00  6.00
#S05Ag S0cTg 1.00 14.00
S05Ag B0cTg 1.00 10.00
B05Ag S0cTg 1.00 10.00
B05Ag B0cTg 1.00  6.00
#S05Ag S0cTc 1.00 14.00
S05Ag B0cTc 1.00 10.00
B05Ag S0cTc 1.00 10.00
B05Ag B0cTc 1.00  6.00
#S05Ag S0cTt 1.00 14.00
S05Ag B0cTt 1.00 10.00
B05Ag S0cTt 1.00 10.00
B05Ag B0cTt 1.00  6.00
#S05Ag S0cT3 1.00 14.00
S05Ag B0cT3 1.00 10.00
B05Ag S0cT3 1.00 10.00
B05Ag B0cT3 1.00  6.00
#S05Ac S0gTa 1.00 14.00
S05Ac B0gTa 1.00 10.00
B05Ac S0gTa 1.00 10.00
B05Ac B0gTa 1.00  6.00
#S05Ac S0gTu 1.00 14.00
S05Ac B0gTu 1.00 10.00
B05Ac S0gTu 1.00 10.00
B05Ac B0gTu 1.00  6.00
#S05Ac S0gTg 1.00 14.00
S05Ac B0gTg 1.00 10.00
B05Ac S0gTg 1.00 10.00
B05Ac B0gTg 1.00  6.00
#S05Ac S0gTc 1.00 14.00
S05Ac B0gTc 1.00 10.00
B05Ac S0gTc 1.00 10.00
B05Ac B0gTc 1.00  6.00
#S05Ac S0gTt 1.00 14.00
S05Ac B0gTt 1.00 10.00
B05Ac S0gTt 1.00 10.00
B05Ac B0gTt 1.00  6.00
#S05Ac S0gT3 1.00 14.00
S05Ac B0gT3 1.00 10.00
B05Ac S0gT3 1.00 10.00
B05Ac B0gT3 1.00  6.00
#S05At S0aTa 1.00 14.00
S05At B0aTa 1.00 10.00
B05At S0aTa 1.00 10.00
B05At B0aTa 1.00  6.00
#S05At S0aTu 1.00 14.00
S05At B0aTu 1.00 10.00
B05At S0aTu 1.00 10.00
B05At B0aTu 1.00  6.00
#S05At S0aTg 1.00 14.00
S05At B0aTg 1.00 10.00
B05At S0aTg 1.00 10.00
B05At B0aTg 1.00  6.00
#S05At S0aTc 1.00 14.00
S05At B0aTc 1.00 10.00
B05At S0aTc 1.00 10.00
B05At B0aTc 1.00  6.00
#S05At S0aTt 1.00 14.00
S05At B0aTt 1.00 10.00
B05At S0aTt 1.00 10.00
B05At B0aTt 1.00  6.00
#S05At S0aT3 1.00 14.00
S05At B0aT3 1.00 10.00
B05At S0aT3 1.00 10.00
B05At B0aT3 1.00  6.00
#S05Tu S0aAa 1.00 14.00
S05Tu B0aAa 1.00 10.00
B05Tu S0aAa 1.00 10.00
B05Tu B0aAa 1.00  6.00
#S05Tt S0aAa 1.00 14.00
S05Tt B0aAa 1.00 10.00
B05Tt S0aAa 1.00 10.00
B05Tt B0aAa 1.00  6.00
#S0aAa S0aTu 1.00 14.00
S0aAa B0aTu 1.00 10.00
B0aAa S0aTu 1.00 10.00
B0aAa B0aTu 1.00  6.00
#S0aAa S0aTt 1.00 14.00
S0aAa B0aTt 1.00 10.00
B0aAa S0aTt 1.00 10.00
B0aAa B0aTt 1.00  6.00
#S0aAa S0uTa 1.00 14.00
S0aAa B0uTa 1.00 10.00
B0aAa S0uTa 1.00 10.00
B0aAa B0uTa 1.00  6.00
#S0aAa S0uTu 2.00 14.00
S0aAa B0uTu 2.00 10.00
B0aAa S0uTu 2.00 10.00
B0aAa B0uTu 2.00  6.00
#S0aAa S0uTg 1.00 14.00
S0aAa B0uTg 1.00 10.00
B0aAa S0uTg 1.00 10.00
B0aAa B0uTg 1.00  6.00
#S0aAa S0uTc 1.00 14.00
S0aAa B0uTc 1.00 10.00
B0aAa S0uTc 1.00 10.00
B0aAa B0uTc 1.00  6.00
#S0aAa S0uTt 2.00 14.00
S0aAa B0uTt 2.00 10.00
B0aAa S0uTt 2.00 10.00
B0aAa B0uTt 2.00  6.00
#S0aAa S0uT3 1.00 14.00
S0aAa B0uT3 1.00 10.00
B0aAa S0uT3 1.00 10.00
B0aAa B0uT3 1.00  6.00
#S0aAa S0gTu 1.00 14.00
S0aAa B0gTu 1.00 10.00
B0aAa S0gTu 1.00 10.00
B0aAa B0gTu 1.00  6.00
#S0aAa S0gTt 1.00 14.00
S0aAa B0gTt 1.00 10.00
B0aAa S0gTt 1.00 10.00
B0aAa B0gTt 1.00  6.00
#S0aAa S0cTu 1.00 14.00
S0aAa B0cTu 1.00 10.00
B0aAa S0cTu 1.00 10.00
B0aAa B0cTu 1.00  6.00
#S0aAa S0cTt 1.00 14.00
S0aAa B0cTt 1.00 10.00
B0aAa S0cTt 1.00 10.00
B0aAa B0cTt 1.00  6.00
#S0aAa S0tTa 1.00 14.00
S0aAa B0tTa 1.00 10.00
B0aAa S0tTa 1.00 10.00
B0aAa B0tTa 1.00  6.00
#S0aAa S0tTu 2.00 14.00
S0aAa B0tTu 2.00 10.00
B0aAa S0tTu 2.00 10.00
B0aAa B0tTu 2.00  6.00
#S0aAa S0tTg 1.00 14.00
S0aAa B0tTg 1.00 10.00
B0aAa S0tTg 1.00 10.00
B0aAa B0tTg 1.00  6.00
#S0aAa S0tTc 1.00 14.00
S0aAa B0tTc 1.00 10.00
B0aAa S0tTc 1.00 10.00
B0aAa B0tTc 1.00  6.00
#S0aAa S0tTt 2.00 14.00
S0aAa B0tTt 2.00 10.00
B0aAa S0tTt 2.00 10.00
B0aAa B0tTt 2.00  6.00
#S0aAa S0tT3 1.00 14.00
S0aAa B0tT3 1.00 10.00
B0aAa S0tT3 1.00 10.00
B0aAa B0tT3 1.00  6.00
#S05Tu S0aAu 1.00 14.00
S05Tu B0aAu 1.00 10.00
B05Tu S0aAu 1.00 10.00
B05Tu B0aAu 1.00  6.00
#S05Tt S0aAu 1.00 14.00
S05Tt B0aAu 1.00 10.00
B05Tt S0aAu 1.00 10.00
B05Tt B0aAu 1.00  6.00
#S0aAu S0aTa 1.00 14.00
S0aAu B0aTa 1.00 10.00
B0aAu S0aTa 1.00 10.00
B0aAu B0aTa 1.00  6.00
#S0aAu S0aTu 2.00 14.00
S0aAu B0aTu 2.00 10.00
B0aAu S0aTu 2.00 10.00
B0aAu B0aTu 2.00  6.00
#S0aAu S0aTg 1.00 14.00
S0aAu B0aTg 1.00 10.00
B0aAu S0aTg 1.00 10.00
B0aAu B0aTg 1.00  6.00
#S0aAu S0aTc 1.00 14.00
S0aAu B0aTc 1.00 10.00
B0aAu S0aTc 1.00 10.00
B0aAu B0aTc 1.00  6.00
#S0aAu S0aTt 2.00 14.00
S0aAu B0aTt 2.00 10.00
B0aAu S0aTt 2.00 10.00
B0aAu B0aTt 2.00  6.00
#S0aAu S0aT3 1.00 14.00
S0aAu B0aT3 1.00 10.00
B0aAu S0aT3 1.00 10.00
B0aAu B0aT3 1.00  6.00
#S0aAu S0uTu 1.00 14.00
S0aAu B0uTu 1.00 10.00
B0aAu S0uTu 1.00 10.00
B0aAu B0uTu 1.00  6.00
#S0aAu S0uTt 1.00 14.00
S0aAu B0uTt 1.00 10.00
B0aAu S0uTt 1.00 10.00
B0aAu B0uTt 1.00  6.00
#S0aAu S0gTu 1.00 14.00
S0aAu B0gTu 1.00 10.00
B0aAu S0gTu 1.00 10.00
B0aAu B0gTu 1.00  6.00
#S0aAu S0gTt 1.00 14.00
S0aAu B0gTt 1.00 10.00
B0aAu S0gTt 1.00 10.00
B0aAu B0gTt 1.00  6.00
#S0aAu S0cTu 1.00 14.00
S0aAu B0cTu 1.00 10.00
B0aAu S0cTu 1.00 10.00
B0aAu B0cTu 1.00  6.00
#S0aAu S0cTt 1.00 14.00
S0aAu B0cTt 1.00 10.00
B0aAu S0cTt 1.00 10.00
B0aAu B0cTt 1.00  6.00
#S0aAu S0tTu 1.00 14.00
S0aAu B0tTu 1.00 10.00
B0aAu S0tTu 1.00 10.00
B0aAu B0tTu 1.00  6.00
#S0aAu S0tTt 1.00 14.00
S0aAu B0tTt 1.00 10.00
B0aAu S0tTt 1.00 10.00
B0aAu B0tTt 1.00  6.00
#S05Tu S0aAg 1.00 14.00
S05Tu B0aAg 1.00 10.00
B05Tu S0aAg 1.00 10.00
B05Tu B0aAg 1.00  6.00
#S05Tt S0aAg 1.00 14.00
S05Tt B0aAg 1.00 10.00
B05Tt S0aAg 1.00 10.00
B05Tt B0aAg 1.00  6.00
#S0aAg S0aTu 1.00 14.00
S0aAg B0aTu 1.00 10.00
B0aAg S0aTu 1.00 10.00
B0aAg B0aTu 1.00  6.00
#S0aAg S0aTt 1.00 14.00
S0aAg B0aTt 1.00 10.00
B0aAg S0aTt 1.00 10.00
B0aAg B0aTt 1.00  6.00
#S0aAg S0uTu 1.00 14.00
S0aAg B0uTu 1.00 10.00
B0aAg S0uTu 1.00 10.00
B0aAg B0uTu 1.00  6.00
#S0aAg S0uTt 1.00 14.00
S0aAg B0uTt 1.00 10.00
B0aAg S0uTt 1.00 10.00
B0aAg B0uTt 1.00  6.00
#S0aAg S0gTu 1.00 14.00
S0aAg B0gTu 1.00 10.00
B0aAg S0gTu 1.00 10.00
B0aAg B0gTu 1.00  6.00
#S0aAg S0gTt 1.00 14.00
S0aAg B0gTt 1.00 10.00
B0aAg S0gTt 1.00 10.00
B0aAg B0gTt 1.00  6.00
#S0aAg S0cTa 1.00 14.00
S0aAg B0cTa 1.00 10.00
B0aAg S0cTa 1.00 10.00
B0aAg B0cTa 1.00  6.00
#S0aAg S0cTu 2.00 14.00
S0aAg B0cTu 2.00 10.00
B0aAg S0cTu 2.00 10.00
B0aAg B0cTu 2.00  6.00
#S0aAg S0cTg 1.00 14.00
S0aAg B0cTg 1.00 10.00
B0aAg S0cTg 1.00 10.00
B0aAg B0cTg 1.00  6.00
#S0aAg S0cTc 1.00 14.00
S0aAg B0cTc 1.00 10.00
B0aAg S0cTc 1.00 10.00
B0aAg B0cTc 1.00  6.00
#S0aAg S0cTt 2.00 14.00
S0aAg B0cTt 2.00 10.00
B0aAg S0cTt 2.00 10.00
B0aAg B0cTt 2.00  6.00
#S0aAg S0cT3 1.00 14.00
S0aAg B0cT3 1.00 10.00
B0aAg S0cT3 1.00 10.00
B0aAg B0cT3 1.00  6.00
#S0aAg S0tTu 1.00 14.00
S0aAg B0tTu 1.00 10.00
B0aAg S0tTu 1.00 10.00
B0aAg B0tTu 1.00  6.00
#S0aAg S0tTt 1.00 14.00
S0aAg B0tTt 1.00 10.00
B0aAg S0tTt 1.00 10.00
B0aAg B0tTt 1.00  6.00
#S05Tu S0aAc 1.00 14.00
S05Tu B0aAc 1.00 10.00
B05Tu S0aAc 1.00 10.00
B05Tu B0aAc 1.00  6.00
#S05Tt S0aAc 1.00 14.00
S05Tt B0aAc 1.00 10.00
B05Tt S0aAc 1.00 10.00
B05Tt B0aAc 1.00  6.00
#S0aAc S0aTu 1.00 14.00
S0aAc B0aTu 1.00 10.00
B0aAc S0aTu 1.00 10.00
B0aAc B0aTu 1.00  6.00
#S0aAc S0aTt 1.00 14.00
S0aAc B0aTt 1.00 10.00
B0aAc S0aTt 1.00 10.00
B0aAc B0aTt 1.00  6.00
#S0aAc S0uTu 1.00 14.00
S0aAc B0uTu 1.00 10.00
B0aAc S0uTu 1.00 10.00
B0aAc B0uTu 1.00  6.00
#S0aAc S0uTt 1.00 14.00
S0aAc B0uTt 1.00 10.00
B0aAc S0uTt 1.00 10.00
B0aAc B0uTt 1.00  6.00
#S0aAc S0gTa 1.00 14.00
S0aAc B0gTa 1.00 10.00
B0aAc S0gTa 1.00 10.00
B0aAc B0gTa 1.00  6.00
#S0aAc S0gTu 2.00 14.00
S0aAc B0gTu 2.00 10.00
B0aAc S0gTu 2.00 10.00
B0aAc B0gTu 2.00  6.00
#S0aAc S0gTg 1.00 14.00
S0aAc B0gTg 1.00 10.00
B0aAc S0gTg 1.00 10.00
B0aAc B0gTg 1.00  6.00
#S0aAc S0gTc 1.00 14.00
S0aAc B0gTc 1.00 10.00
B0aAc S0gTc 1.00 10.00
B0aAc B0gTc 1.00  6.00
#S0aAc S0gTt 2.00 14.00
S0aAc B0gTt 2.00 10.00
B0aAc S0gTt 2.00 10.00
B0aAc B0gTt 2.00  6.00
#S0aAc S0gT3 1.00 14.00
S0aAc B0gT3 1.00 10.00
B0aAc S0gT3 1.00 10.00
B0aAc B0gT3 1.00  6.00
#S0aAc S0cTu 1.00 14.00
S0aAc B0cTu 1.00 10.00
B0aAc S0cTu 1.00 10.00
B0aAc B0cTu 1.00  6.00
#S0aAc S0cTt 1.00 14.00
S0aAc B0cTt 1.00 10.00
B0aAc S0cTt 1.00 10.00
B0aAc B0cTt 1.00  6.00
#S0aAc S0tTu 1.00 14.00
S0aAc B0tTu 1.00 10.00
B0aAc S0tTu 1.00 10.00
B0aAc B0tTu 1.00  6.00
#S0aAc S0tTt 1.00 14.00
S0aAc B0tTt 1.00 10.00
B0aAc S0tTt 1.00 10.00
B0aAc B0tTt 1.00  6.00
#S05Tu S0aAt 1.00 14.00
S05Tu B0aAt 1.00 10.00
B05Tu S0aAt 1.00 10.00
B05Tu B0aAt 1.00  6.00
#S05Tt S0aAt 1.00 14.00
S05Tt B0aAt 1.00 10.00
B05Tt S0aAt 1.00 10.00
B05Tt B0aAt 1.00  6.00
#S0aAt S0aTa 1.00 14.00
S0aAt B0aTa 1.00 10.00
B0aAt S0aTa 1.00 10.00
B0aAt B0aTa 1.00  6.00
#S0aAt S0aTu 2.00 14.00
S0aAt B0aTu 2.00 10.00
B0aAt S0aTu 2.00 10.00
B0aAt B0aTu 2.00  6.00
#S0aAt S0aTg 1.00 14.00
S0aAt B0aTg 1.00 10.00
B0aAt S0aTg 1.00 10.00
B0aAt B0aTg 1.00  6.00
#S0aAt S0aTc 1.00 14.00
S0aAt B0aTc 1.00 10.00
B0aAt S0aTc 1.00 10.00
B0aAt B0aTc 1.00  6.00
#S0aAt S0aTt 2.00 14.00
S0aAt B0aTt 2.00 10.00
B0aAt S0aTt 2.00 10.00
B0aAt B0aTt 2.00  6.00
#S0aAt S0aT3 1.00 14.00
S0aAt B0aT3 1.00 10.00
B0aAt S0aT3 1.00 10.00
B0aAt B0aT3 1.00  6.00
#S0aAt S0uTu 1.00 14.00
S0aAt B0uTu 1.00 10.00
B0aAt S0uTu 1.00 10.00
B0aAt B0uTu 1.00  6.00
#S0aAt S0uTt 1.00 14.00
S0aAt B0uTt 1.00 10.00
B0aAt S0uTt 1.00 10.00
B0aAt B0uTt 1.00  6.00
#S0aAt S0gTu 1.00 14.00
S0aAt B0gTu 1.00 10.00
B0aAt S0gTu 1.00 10.00
B0aAt B0gTu 1.00  6.00
#S0aAt S0gTt 1.00 14.00
S0aAt B0gTt 1.00 10.00
B0aAt S0gTt 1.00 10.00
B0aAt B0gTt 1.00  6.00
#S0aAt S0cTu 1.00 14.00
S0aAt B0cTu 1.00 10.00
B0aAt S0cTu 1.00 10.00
B0aAt B0cTu 1.00  6.00
#S0aAt S0cTt 1.00 14.00
S0aAt B0cTt 1.00 10.00
B0aAt S0cTt 1.00 10.00
B0aAt B0cTt 1.00  6.00
#S0aAt S0tTu 1.00 14.00
S0aAt B0tTu 1.00 10.00
B0aAt S0tTu 1.00 10.00
B0aAt B0tTu 1.00  6.00
#S0aAt S0tTt 1.00 14.00
S0aAt B0tTt 1.00 10.00
B0aAt S0tTt 1.00 10.00
B0aAt B0tTt 1.00  6.00
#S05Tu S0aA3 1.00 14.00
S05Tu B0aA3 1.00 10.00
B05Tu S0aA3 1.00 10.00
B05Tu B0aA3 1.00  6.00
#S05Tt S0aA3 1.00 14.00
S05Tt B0aA3 1.00 10.00
B05Tt S0aA3 1.00 10.00
B05Tt B0aA3 1.00  6.00
#S0aA3 S0aTu 1.00 14.00
S0aA3 B0aTu 1.00 10.00
B0aA3 S0aTu 1.00 10.00
B0aA3 B0aTu 1.00  6.00
#S0aA3 S0aTt 1.00 14.00
S0aA3 B0aTt 1.00 10.00
B0aA3 S0aTt 1.00 10.00
B0aA3 B0aTt 1.00  6.00
#S0aA3 S0uTu 1.00 14.00
S0aA3 B0uTu 1.00 10.00
B0aA3 S0uTu 1.00 10.00
B0aA3 B0uTu 1.00  6.00
#S0aA3 S0uTt 1.00 14.00
S0aA3 B0uTt 1.00 10.00
B0aA3 S0uTt 1.00 10.00
B0aA3 B0uTt 1.00  6.00
#S0aA3 S0gTu 1.00 14.00
S0aA3 B0gTu 1.00 10.00
B0aA3 S0gTu 1.00 10.00
B0aA3 B0gTu 1.00  6.00
#S0aA3 S0gTt 1.00 14.00
S0aA3 B0gTt 1.00 10.00
B0aA3 S0gTt 1.00 10.00
B0aA3 B0gTt 1.00  6.00
#S0aA3 S0cTu 1.00 14.00
S0aA3 B0cTu 1.00 10.00
B0aA3 S0cTu 1.00 10.00
B0aA3 B0cTu 1.00  6.00
#S0aA3 S0cTt 1.00 14.00
S0aA3 B0cTt 1.00 10.00
B0aA3 S0cTt 1.00 10.00
B0aA3 B0cTt 1.00  6.00
#S0aA3 S0tTu 1.00 14.00
S0aA3 B0tTu 1.00 10.00
B0aA3 S0tTu 1.00 10.00
B0aA3 B0tTu 1.00  6.00
#S0aA3 S0tTt 1.00 14.00
S0aA3 B0tTt 1.00 10.00
B0aA3 S0tTt 1.00 10.00
B0aA3 B0tTt 1.00  6.00
#S05Ta S0uAa 1.00 14.00
S05Ta B0uAa 1.00 10.00
B05Ta S0uAa 1.00 10.00
B05Ta B0uAa 1.00  6.00
#S0aTa S0uAa 1.00 14.00
S0aTa B0uAa 1.00 10.00
B0aTa S0uAa 1.00 10.00
B0aTa B0uAa 1.00  6.00
#S0uAa S0uTa 2.00 14.00
S0uAa B0uTa 2.00 10.00
B0uAa S0uTa 2.00 10.00
B0uAa B0uTa 2.00  6.00
#S0uAa S0uTu 1.00 14.00
S0uAa B0uTu 1.00 10.00
B0uAa S0uTu 1.00 10.00
B0uAa B0uTu 1.00  6.00
#S0uAa S0uTg 1.00 14.00
S0uAa B0uTg 1.00 10.00
B0uAa S0uTg 1.00 10.00
B0uAa B0uTg 1.00  6.00
#S0uAa S0uTc 1.00 14.00
S0uAa B0uTc 1.00 10.00
B0uAa S0uTc 1.00 10.00
B0uAa B0uTc 1.00  6.00
#S0uAa S0uTt 1.00 14.00
S0uAa B0uTt 1.00 10.00
B0uAa S0uTt 1.00 10.00
B0uAa B0uTt 1.00  6.00
#S0uAa S0uT3 1.00 14.00
S0uAa B0uT3 1.00 10.00
B0uAa S0uT3 1.00 10.00
B0uAa B0uT3 1.00  6.00
#S0gTa S0uAa 1.00 14.00
S0gTa B0uAa 1.00 10.00
B0gTa S0uAa 1.00 10.00
B0gTa B0uAa 1.00  6.00
#S0cTa S0uAa 1.00 14.00
S0cTa B0uAa 1.00 10.00
B0cTa S0uAa 1.00 10.00
B0cTa B0uAa 1.00  6.00
#S0tTa S0uAa 2.00 14.00
S0tTa B0uAa 2.00 10.00
B0tTa S0uAa 2.00 10.00
B0tTa B0uAa 2.00  6.00
#S0tTu S0uAa 1.00 14.00
S0tTu B0uAa 1.00 10.00
B0tTu S0uAa 1.00 10.00
B0tTu B0uAa 1.00  6.00
#S0tTg S0uAa 1.00 14.00
